 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
5,3,1,4,10,0,1,0,43,5,31,1,0,0,5,13,8,0, 
7,2,6,1,3,1,0,0,10,3,11,0,0,0,3,5,4,0, 
12,3,10,2,1,0,2,1,32,2,16,2,0,0,2,8,11,0, 
2,3,1,2,15,1,0,2,18,6,55,0,0,0,6,8,6,0, 
3,1,2,1,15,0,0,0,62,6,9,0,0,0,6,12,18,0, 
4,2,1,3,28,0,8,0,83,8,24,0,0,0,7,34,16,0, 
14,3,11,3,1,0,0,1,17,2,16,0,0,0,2,6,4,0, 
6,1,2,4,3,0,2,0,34,3,9,2,0,0,3,14,7,0, 
2,1,2,0,3,0,8,0,9,3,9,0,0,8,3,4,2,0, 
6,2,1,5,28,0,5,0,92,8,33,0,0,0,7,34,16,0, 
5,1,5,0,55,0,5,0,37,11,9,5,0,0,11,11,11,0, 
24,3,17,9,78,0,4,0,113,13,44,4,0,0,13,65,33,0, 
2,1,2,0,3,0,8,0,9,3,9,0,0,8,3,4,2,0, 
43,1,37,6,210,20,7,0,93,21,18,5,0,0,15,54,31,0, 
17,1,6,11,136,5,20,0,177,17,19,9,3,0,9,115,55,0, 
3,1,0,3,10,0,1,0,22,5,12,1,0,0,5,12,11,0, 
3,2,2,1,36,0,1,0,27,9,31,1,0,0,9,17,9,0, 
16,3,3,13,36,0,4,2,88,9,49,2,0,0,8,44,21,0, 
5,1,1,4,1,0,2,0,20,2,10,1,0,1,2,8,2,0, 
1,2,1,0,0,2,0,0,0,1,21,0,0,0,1,1,0,0, 
3,2,1,2,3,0,1,0,9,3,50,1,0,0,3,9,3,0, 
3,3,1,3,10,0,3,1,61,5,35,2,0,1,5,19,15,0, 
2,3,0,2,1,1,0,2,7,2,42,0,0,0,2,4,2,0, 
19,1,15,4,66,3,0,0,31,12,12,0,0,0,12,28,11,0, 
2,1,2,0,3,0,2,0,9,3,9,2,0,0,2,3,3,0, 
5,1,0,5,1,0,0,0,28,2,9,0,1,0,1,14,6,0, 
47,2,44,3,3,0,0,0,12,3,15,0,0,0,3,8,3,0, 
9,2,0,9,10,0,4,11,66,5,33,0,0,0,3,41,11,0, 
15,3,2,13,66,0,2,0,73,12,46,2,0,0,12,41,18,0, 
3,2,0,3,0,1,0,3,24,1,23,0,0,0,0,14,1,0, 
10,2,2,10,36,0,10,0,186,9,15,0,0,10,2,43,31,0, 
2,2,0,2,1,0,0,2,11,2,39,0,0,0,2,5,3,0, 
8,4,0,8,28,1,4,3,55,8,64,0,0,0,7,41,18,0, 
3,1,1,2,15,0,5,0,45,6,12,1,0,4,6,18,11,0, 
3,1,1,2,91,0,6,0,75,14,21,0,1,6,13,24,19,0, 
1,1,1,0,28,0,4,0,24,8,9,4,0,0,8,8,8,0, 
5,2,4,1,28,4,1,0,23,8,23,1,0,0,8,13,7,0, 
6,2,4,2,15,2,2,0,54,6,21,0,0,0,6,16,11,1, 
12,3,5,7,105,1,6,2,85,15,49,6,1,0,13,49,54,1, 
1,4,0,1,3,0,3,3,14,3,22,3,0,0,3,4,5,0, 
11,1,4,7,15,0,6,0,147,6,9,6,1,0,4,52,22,0, 
26,2,0,26,45,0,3,0,319,10,12,1,0,0,4,165,58,0, 
4,1,3,1,1,0,0,0,13,2,9,0,0,0,2,12,4,0, 
8,3,2,6,1,0,1,1,23,2,16,1,0,0,2,13,4,0, 
1,1,1,0,3,0,9,0,38,3,9,0,0,9,1,4,10,1, 
39,1,31,9,55,0,14,0,141,11,9,13,5,1,5,42,32,0, 
2,1,1,1,10,0,1,0,73,5,10,1,1,0,4,25,19,0, 
10,2,1,9,153,0,4,1,265,18,19,0,1,0,4,73,33,0, 
3,3,2,1,0,0,2,1,11,1,22,2,0,0,1,3,1,0, 
6,3,1,5,6,0,7,0,75,4,24,7,0,0,2,15,26,1, 
21,3,19,2,21,0,3,1,36,7,16,3,0,0,7,17,10,0, 
2,2,1,1,10,0,4,0,35,5,15,4,0,0,5,14,10,0, 
4,2,1,3,55,0,2,0,45,11,24,0,0,2,11,29,11,0, 
12,1,1,11,3,0,2,0,77,3,9,2,0,0,3,42,15,0, 
3,2,0,3,6,0,1,2,16,4,39,0,0,1,4,10,4,0, 
14,1,2,12,21,0,4,0,50,7,9,0,0,4,7,36,10,0, 
6,1,3,3,1,0,0,0,26,2,9,0,1,0,1,10,2,0, 
1,2,0,1,28,0,12,6,644,8,35,12,7,0,1,63,116,0, 
10,1,7,3,6,0,56,0,21,4,9,0,1,27,3,15,5,0, 
5,2,2,3,6,1,3,0,32,4,11,1,0,0,3,10,9,0, 
14,3,2,12,435,1,7,5,300,30,78,6,2,0,16,124,75,1, 
10,2,5,5,15,0,1,0,32,6,21,1,0,0,6,16,7,0, 
12,1,9,3,78,1,4,0,52,13,9,4,1,0,11,28,12,0, 
3,1,3,0,6,3,0,0,0,4,9,0,0,0,0,4,0,0, 
2,3,0,2,3,0,2,1,30,3,16,2,0,0,3,11,7,0, 
5,1,2,3,6,0,5,0,57,4,27,0,0,1,2,26,17,0, 
4,3,1,3,1,0,10,1,34,2,16,7,0,0,2,10,6,0, 
4,2,1,3,171,0,8,0,74,19,39,3,0,5,19,31,20,0, 
8,1,6,2,1,0,2,0,16,2,10,0,0,2,2,6,3,0, 
6,2,2,4,3,0,7,0,35,3,11,0,0,7,1,11,3,0, 
3,2,3,0,6,0,2,1,7,4,13,2,0,0,4,4,3,0, 
3,1,3,0,3,0,2,0,10,3,18,0,0,2,3,3,3,0, 
15,1,0,15,3,0,4,0,92,3,48,4,1,0,1,50,10,0, 
1,1,1,0,1,1,0,0,0,2,9,0,0,0,0,2,0,0, 
1,2,0,1,78,0,11,6,747,13,35,11,12,0,1,77,140,0, 
12,1,4,8,45,0,7,0,168,10,9,0,1,0,0,72,24,0, 
4,2,0,4,21,0,8,2,37,7,39,6,1,0,6,22,12,0, 
25,2,25,0,6,16,1,0,6,4,13,1,0,0,3,4,2,0, 
4,1,1,3,153,0,5,0,289,18,9,5,15,0,2,143,102,0, 
9,2,3,6,21,1,1,0,26,7,39,0,0,1,6,20,9,1, 
0,1,0,0,0,0,0,0,5,1,9,0,0,0,1,3,1,0, 
6,2,0,6,6,0,2,2,37,4,39,2,0,0,4,22,10,0, 
1,2,0,1,28,0,11,6,615,8,35,11,7,0,1,60,109,0, 
0,1,0,0,0,0,8,0,1,1,9,0,1,0,0,1,1,0, 
7,3,1,6,10,0,1,1,25,5,44,1,0,0,5,19,8,0, 
10,3,1,9,21,0,5,1,63,7,44,5,0,0,4,40,19,0, 
7,2,1,7,120,0,10,0,151,16,16,10,7,0,9,80,51,0, 
9,1,1,8,1,0,1,0,23,2,10,1,0,0,2,13,4,0, 
4,1,2,2,1,0,3,0,12,2,10,2,0,1,2,8,3,0, 
5,1,1,4,15,0,3,0,31,6,11,3,1,0,5,22,9,0, 
5,2,0,5,3,0,2,0,35,3,15,1,0,0,3,15,6,0, 
2,1,1,1,15,0,4,0,45,6,9,3,0,1,6,10,10,0, 
4,1,1,3,210,0,8,0,482,21,9,8,19,0,1,174,128,0, 
4,1,0,4,15,3,3,0,26,6,13,0,0,0,4,15,7,0, 
9,2,8,1,36,5,2,0,38,9,15,2,0,0,6,18,14,0, 
4,3,1,3,1,0,2,1,14,2,16,2,0,0,2,8,4,0, 
14,1,1,13,210,0,11,0,268,21,48,0,1,7,14,160,64,0, 
5,3,1,4,6,0,2,1,29,4,16,2,0,0,4,12,10,0, 
12,2,12,1,10,6,0,0,6,5,39,0,0,0,4,6,2,0, 
4,2,1,3,10,0,2,0,36,5,23,1,0,0,5,10,6,0, 
1,2,0,1,55,0,12,6,753,11,35,12,10,0,1,85,130,0, 
7,2,1,6,28,0,8,0,88,8,15,4,4,0,4,36,33,0, 
2,3,2,0,1,0,0,1,18,2,46,0,1,0,1,8,6,0, 
6,3,2,4,28,2,9,1,74,8,16,0,0,0,2,36,14,0, 
15,1,5,11,66,0,8,0,137,12,32,8,6,0,6,67,21,0, 
2,1,2,0,10,1,0,0,0,5,9,0,0,0,0,5,0,0, 
3,3,1,2,28,0,14,1,62,8,16,3,0,0,7,24,13,1, 
9,3,1,8,1,0,1,0,26,2,12,0,0,1,2,19,3,0, 
3,3,2,1,6,0,9,1,66,4,16,9,2,0,2,15,14,0, 
5,3,1,4,28,0,38,1,122,8,16,4,4,0,3,74,26,0, 
6,1,2,5,28,1,4,0,63,8,16,2,0,0,8,31,20,0, 
9,2,1,8,21,0,11,0,238,7,11,0,1,11,4,52,41,0, 
5,1,1,4,3,0,3,0,32,3,10,2,0,1,2,13,4,0, 
5,3,1,4,3,0,1,1,22,3,16,1,0,0,3,9,7,0, 
4,3,1,3,28,0,10,1,141,8,16,7,3,0,5,66,32,0, 
4,1,4,0,15,3,1,0,3,6,9,0,0,1,0,6,1,0, 
4,1,3,1,45,0,4,0,50,10,27,4,0,0,10,14,13,0, 
7,1,2,5,10,0,7,0,35,5,9,0,0,0,4,19,7,1, 
28,2,20,9,55,0,5,0,90,11,39,5,0,0,10,54,28,0, 
2,1,2,0,21,2,1,0,3,7,9,0,0,1,0,7,1,0, 
7,1,2,5,3,0,7,0,32,3,9,0,0,7,3,12,4,0, 
8,1,7,1,3,0,0,0,12,3,11,0,0,0,3,7,3,0, 
9,3,0,9,36,0,10,0,85,9,17,10,1,0,6,27,28,0, 
2,1,0,2,28,1,12,2,24,8,17,4,0,8,8,21,8,1, 
6,1,1,5,36,1,5,0,60,9,24,5,0,0,9,27,17,0, 
3,1,3,0,1,3,0,0,0,2,9,0,0,0,0,2,0,0, 
8,3,1,7,10,2,1,12,45,5,46,0,0,0,4,33,9,0, 
6,2,1,5,10,0,6,0,45,5,11,0,0,6,0,15,11,0, 
17,1,3,15,120,0,11,0,332,16,9,11,9,0,0,119,60,1, 
3,3,0,3,0,0,0,3,9,1,29,0,0,0,1,7,2,0, 
2,1,2,0,1,0,3,0,19,2,9,0,0,3,1,2,5,0, 
4,3,1,3,1,0,0,0,9,2,12,0,0,0,2,8,1,0, 
14,1,2,12,6,0,1,0,204,4,9,1,1,0,3,92,44,0, 
5,3,2,3,10,0,1,2,38,5,27,1,0,0,5,12,9,0, 
1,2,0,1,66,0,11,6,540,12,35,11,11,0,1,59,98,0, 
4,1,2,2,15,0,2,0,47,6,9,0,0,0,0,20,6,0, 
18,1,18,0,1,12,0,0,0,2,9,0,0,0,2,2,0,0, 
4,1,4,0,15,6,2,0,12,6,9,2,0,0,5,6,4,0, 
11,2,6,5,861,1,2,0,335,42,29,0,0,0,41,88,82,0, 
11,2,0,11,10,0,7,2,66,5,39,2,1,4,4,37,13,0, 
4,1,2,2,15,0,2,0,45,6,9,0,0,0,0,20,6,0, 
3,1,2,1,3,0,0,0,20,3,9,0,1,0,2,5,9,0, 
16,1,0,16,1,0,0,0,53,2,9,0,0,0,2,27,2,0, 
0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0, 
5,2,0,5,6,0,2,2,19,4,39,2,0,0,4,14,6,0, 
5,1,0,5,1,0,0,0,57,2,9,0,1,0,1,25,9,0, 
4,3,1,3,1,0,0,1,15,2,16,0,0,0,2,8,3,0, 
7,3,2,5,21,1,8,0,57,7,17,0,0,0,5,31,15,0, 
6,1,2,4,45,1,14,0,140,10,9,14,2,0,1,33,31,0, 
3,1,1,2,1,0,6,0,13,2,9,0,0,6,1,4,2,1, 
1,2,1,0,1,0,0,0,3,2,19,0,0,0,2,2,1,0, 
6,2,1,5,10,0,2,0,18,5,21,1,0,0,5,14,5,0, 
10,2,1,10,78,0,9,1,189,13,16,0,0,9,4,64,32,1, 
5,1,0,5,45,0,3,0,71,10,9,3,2,0,8,29,12,0, 
7,1,2,5,6,0,4,0,36,4,9,4,1,0,3,17,8,0, 
10,1,7,3,66,0,6,0,101,12,18,4,0,0,10,26,24,0, 
2,1,1,1,3,0,9,0,17,3,9,0,0,9,2,7,6,1, 
3,3,1,2,6,2,26,5,22,4,78,16,2,10,2,18,6,4, 
3,4,0,3,10,0,1,3,22,5,64,0,0,0,4,12,6,0, 
5,1,1,4,0,0,1,0,9,1,9,0,0,1,1,15,1,0, 
5,1,2,3,6,0,5,0,57,4,27,0,0,1,2,26,17,0, 
9,2,1,8,10,0,14,0,72,5,11,1,0,13,0,23,12,0, 
12,1,4,8,45,0,7,0,183,10,9,0,1,0,0,73,24,0, 
22,1,13,9,435,0,19,0,467,30,9,11,2,4,5,116,114,1, 
2,4,1,1,1,0,0,6,6,2,106,0,0,0,0,3,2,0, 
8,2,1,7,55,0,6,1,116,11,15,0,1,6,5,41,22,1, 
8,2,0,8,0,0,0,5,11,1,15,0,1,0,0,9,1,0, 
0,1,0,0,0,1,4,0,0,0,9,0,0,3,0,0,0,0, 
12,2,2,10,120,4,0,2,116,16,39,0,0,0,11,69,31,1, 
5,2,1,4,6,1,2,11,18,4,33,1,1,0,2,10,6,0, 
2,3,0,2,1,0,0,3,6,2,29,0,0,0,1,6,2,2, 
7,2,2,5,55,0,7,0,96,11,15,0,0,7,3,25,22,0, 
10,1,0,10,3,0,4,0,88,3,9,4,2,0,1,53,23,0, 
5,3,1,4,10,0,2,1,33,5,16,2,0,0,5,13,12,0, 
17,1,5,12,91,0,11,0,319,14,9,9,4,2,4,130,66,3, 
1,2,0,1,153,0,19,6,2032,18,35,19,17,0,1,259,351,0, 
12,1,0,12,78,0,19,0,188,13,9,0,11,4,2,80,40,0, 
2,1,1,1,28,0,13,0,53,8,9,0,0,0,4,16,21,0, 
3,1,1,2,1,0,6,0,7,2,9,0,0,6,2,4,2,0, 
3,4,2,1,1,2,0,1,6,2,21,0,0,0,1,3,2,0, 
9,2,3,6,66,3,1,1,56,12,32,1,0,0,10,31,14,0, 
4,2,1,3,3,0,0,0,19,3,19,0,0,0,2,6,1,0, 
6,3,1,5,1,0,2,1,39,2,16,2,0,0,2,25,8,0, 
8,2,4,4,91,0,5,2,97,14,27,5,0,0,14,41,23,0, 
26,2,19,7,66,2,3,2,114,12,36,1,0,2,12,55,22,3, 
10,1,0,10,55,0,2,0,237,11,9,2,3,0,8,63,32,0, 
5,3,1,4,1,0,2,1,21,2,16,2,0,0,2,8,7,0, 
5,1,5,0,0,0,0,0,3,1,27,0,0,0,1,1,1,0, 
8,1,1,7,36,0,2,0,81,9,15,2,1,0,8,47,20,0, 
3,2,1,2,6,0,1,1,24,4,13,1,0,0,3,12,9,0, 
6,1,2,4,3,0,2,0,44,3,9,0,0,0,1,26,13,0, 
2,2,0,2,1,0,0,2,9,2,39,0,0,0,2,6,2,0, 
48,1,37,12,153,0,11,0,132,18,9,11,0,0,18,63,27,0, 
6,2,1,5,36,0,7,0,59,9,21,7,1,0,8,28,29,0, 
6,1,4,2,10,0,10,0,77,5,9,2,0,5,5,12,11,0, 
5,1,1,4,45,0,4,0,98,10,0,4,4,0,6,34,32,1, 
2,2,1,1,15,0,2,0,13,6,13,0,0,2,1,7,6,0, 
3,2,0,3,15,0,3,0,37,6,14,0,0,3,6,22,7,0, 
3,2,1,2,6,0,1,0,14,4,11,0,0,1,4,11,4,0, 
15,2,6,10,136,0,22,0,388,17,13,7,2,15,6,60,84,0, 
5,3,1,4,28,0,5,0,78,8,17,5,2,0,6,25,17,0, 
2,1,2,0,1,1,0,0,0,2,9,0,0,0,0,2,0,0, 
21,2,12,10,105,0,4,0,140,15,39,4,3,0,11,75,42,1, 
11,1,1,10,3,0,2,0,86,3,9,2,0,0,3,46,18,0, 
3,1,0,3,3,0,0,0,51,3,9,0,1,0,2,19,9,0, 
1,1,1,0,55,0,1,0,686,11,9,0,0,0,11,36,42,0, 
4,2,4,0,10,0,2,0,21,5,13,2,0,0,5,9,6,0, 
2,1,1,1,1,0,0,0,71,2,10,0,0,0,2,7,8,1, 
2,2,2,0,1,0,0,0,4,2,13,0,0,0,2,2,1,0, 
18,1,17,1,0,0,0,0,5,1,9,0,0,0,1,2,2,0, 
4,1,1,3,3,0,12,0,56,3,9,2,0,10,2,10,10,0, 
9,1,9,0,45,0,9,0,33,10,18,6,0,0,6,10,10,0, 
74,2,71,3,3,0,0,0,12,3,15,0,0,0,3,8,3,0, 
7,3,1,6,21,0,1,0,40,7,22,0,0,0,7,24,10,0, 
6,1,3,3,6,0,1,0,55,4,9,1,0,0,0,13,16,1, 
6,2,1,5,66,0,4,0,74,12,20,4,0,0,12,49,22,0, 
5,4,1,4,3,0,1,10,81,3,24,1,0,0,2,24,18,0, 
4,1,1,3,1275,0,18,39,1504,51,9,2,45,7,5,238,408,0, 
2,1,1,1,0,0,0,0,18,1,9,0,0,0,1,7,8,0, 
2,2,1,1,3,0,3,0,16,3,11,0,0,3,3,6,3,0, 
10,3,1,9,105,0,8,0,147,15,17,8,8,0,7,72,36,0, 
0,4,0,0,1,0,0,3,6,2,64,0,0,0,2,2,2,0, 
5,2,0,5,21,0,2,0,125,7,14,2,0,0,3,37,23,0, 
7,1,7,0,10,0,4,0,18,5,9,4,0,0,5,5,5,0, 
0,1,0,0,3,0,0,0,8,3,9,0,1,0,2,3,3,0, 
17,2,4,14,190,2,10,2,295,20,58,7,0,0,9,101,54,4, 
4,3,0,4,10,0,1,0,39,5,31,1,0,0,5,13,8,0, 
6,1,2,4,28,0,4,0,39,8,18,4,1,0,6,23,10,0, 
7,2,5,2,55,0,8,0,96,11,33,0,0,8,10,23,17,0, 
2,3,0,2,3,0,2,1,40,3,16,2,0,0,3,23,10,0, 
7,1,6,1,10,0,2,0,25,5,9,2,0,0,5,10,5,0, 
11,2,2,9,78,0,7,0,143,13,21,0,2,3,11,58,36,0, 
8,1,1,7,3,0,4,0,66,3,9,4,1,0,2,40,12,0, 
91,1,66,28,7875,4,59,0,2630,126,9,45,47,3,55,908,484,9, 
5,1,0,5,3,0,1,0,60,3,9,0,1,0,1,34,11,0, 
0,1,0,0,1,0,0,0,5,2,10,0,0,0,2,2,2,0, 
4,3,2,2,3,0,2,1,216,3,16,2,0,0,3,8,44,0, 
27,1,1,26,55,0,5,0,269,11,9,5,6,0,5,144,56,0, 
4,3,2,2,10,0,0,2,29,5,71,0,0,0,5,27,14,0, 
5,1,2,3,3,0,5,0,87,3,27,0,0,3,2,23,24,0, 
10,2,1,9,136,0,17,0,276,17,13,14,2,3,15,118,58,0, 
2,1,1,1,0,0,0,0,4,1,9,0,0,0,1,2,1,0, 
9,1,1,8,36,0,3,0,270,9,9,3,5,0,3,100,59,0, 
3,2,1,2,1,0,0,1,9,2,19,0,0,0,0,4,2,0, 
4,1,1,3,1,0,0,0,10,2,10,0,0,0,2,8,1,0, 
11,1,0,11,15,0,4,0,103,6,9,1,1,1,5,49,20,0, 
1,2,0,1,66,0,14,6,924,12,35,14,11,0,1,102,164,0, 
7,2,1,6,6,0,3,0,43,4,15,0,0,2,4,33,11,0, 
1,2,0,1,15,0,7,6,265,6,35,7,5,0,1,23,41,0, 
16,1,1,15,66,0,10,0,199,12,0,10,1,0,11,69,29,0, 
29,1,19,11,528,0,19,0,306,33,0,8,2,2,27,107,53,4, 
4,4,2,2,6,0,2,0,24,4,50,2,0,0,4,9,4,1, 
3,2,0,3,1,0,0,2,11,2,39,0,0,0,2,6,3,0, 
8,1,3,5,55,3,16,0,128,11,16,7,1,2,6,39,37,0, 
9,2,4,5,28,0,2,56,73,8,68,0,1,0,2,41,24,0, 
2,1,1,1,0,1,0,0,25,1,10,0,0,0,1,7,8,0, 
3,1,1,2,91,0,6,0,75,14,21,0,1,6,13,24,19,0, 
24,2,13,12,45,5,2,0,76,10,39,0,0,0,8,44,20,0, 
27,1,3,25,153,0,10,0,469,18,9,10,0,0,17,277,50,1, 
18,1,16,3,45,0,2,0,37,10,18,2,0,0,10,17,14,0, 
2,3,0,2,3,0,0,2,9,3,27,0,0,0,3,6,3,0, 
9,2,8,1,3,10,1,0,9,3,13,0,0,0,2,4,3,0, 
4,1,4,0,45,1,6,0,41,10,18,3,0,3,0,15,11,0, 
9,2,1,8,10,1,5,11,68,5,33,5,0,0,3,42,11,0, 
16,1,3,13,105,0,7,0,176,15,9,5,6,1,9,74,48,0, 
5,1,2,3,36,0,6,0,42,9,9,1,0,5,8,20,11,0, 
15,1,1,14,6,0,1,0,117,4,9,1,2,0,2,52,27,0, 
2,2,0,2,1,0,0,1,16,2,19,0,0,0,1,8,4,0, 
11,1,4,9,45,0,8,0,226,10,18,8,4,0,6,84,33,1, 
7,1,6,1,21,0,4,0,21,7,18,4,0,0,6,8,7,0, 
5,1,3,2,6,0,3,0,20,4,18,0,0,1,4,10,6,1, 
14,1,9,5,55,0,3,0,76,11,27,0,0,0,11,21,23,0, 
3,3,0,3,36,3,1,2,28,9,55,0,0,0,9,13,9,0, 
6,1,1,5,153,1,9,0,267,18,27,0,3,0,12,73,44,0, 
6,2,1,5,3,0,32,0,26,3,15,32,1,0,2,12,5,0, 
9,5,8,1,1,0,0,1,6,2,23,0,0,0,1,3,2,0, 
8,1,0,8,6,0,0,0,61,4,9,0,3,0,1,27,14,0, 
1,2,0,1,120,0,14,6,907,16,35,14,15,0,1,138,171,0, 
3,1,1,2,3,0,0,0,49,3,10,0,0,0,3,17,11,0, 
13,3,6,7,10,0,1,2,25,5,49,1,0,0,4,19,7,0, 
12,2,6,6,36,0,6,0,48,9,15,4,0,0,9,24,10,0, 
1,1,1,0,3,0,8,0,16,3,18,1,1,0,2,5,7,0, 
1,2,1,0,0,0,1,2,4,1,21,0,0,1,0,1,1,0, 
4,1,1,3,6,0,4,0,71,4,9,0,0,4,0,47,15,0, 
4,1,2,2,3,0,7,0,29,3,9,1,0,6,3,6,6,0, 
5,5,3,2,1,0,0,1,6,2,23,0,0,0,1,4,3,0, 
5,1,1,4,6,0,2,0,86,4,18,0,0,2,4,12,5,0, 
38,2,38,1,55,3,1,0,16,11,26,1,0,0,10,13,5,0, 
2,1,2,0,6,1,0,0,0,4,9,0,0,0,0,4,0,0, 
3,3,1,2,1,0,2,1,19,2,16,0,0,2,2,4,5,0, 
2,2,1,1,1,0,0,1,16,2,19,0,0,0,0,3,4,0, 
1,2,1,0,1,0,0,9,3,2,26,0,0,0,2,2,1,0, 
4,1,1,3,15,0,1,0,23,6,12,1,0,0,6,14,12,0, 
29,1,20,9,91,0,0,0,166,14,9,0,1,0,13,71,39,0, 
1,2,1,1,21,2,1,0,21,7,15,0,0,1,6,12,7,0, 
4,2,0,4,3,0,3,0,14,3,15,2,0,0,3,10,3,0, 
6,1,4,2,6,0,1,0,14,4,10,0,0,1,4,11,4,0, 
6,3,0,6,3,0,0,12,40,3,46,0,0,0,2,28,6,0, 
7,4,0,7,3,0,0,13,40,3,51,0,0,0,2,31,7,0, 
6,2,4,2,15,0,11,0,79,6,15,11,0,0,0,18,10,0, 
5,2,2,3,3,0,0,1,16,3,19,0,0,0,0,8,5,0, 
4,2,4,0,15,0,2,2,33,6,14,1,0,1,6,10,9,0, 
8,2,2,7,45,0,10,1,166,10,15,4,0,6,5,52,29,0, 
5,3,0,5,3,0,1,12,16,3,36,1,1,0,1,14,3,0, 
6,2,4,2,3,0,0,0,12,3,15,0,0,0,3,8,3,0, 
9,1,1,8,1,0,4,0,47,2,10,4,0,0,2,12,6,0, 
4,1,3,1,21,0,5,0,24,7,9,0,0,5,6,9,7,0, 
14,1,9,5,91,0,10,0,69,14,18,10,0,0,12,34,17,0, 
1,1,1,0,0,1,2,0,4,1,18,0,0,2,1,1,1,0, 
4,3,1,3,21,0,3,0,79,7,17,3,1,0,6,28,24,0, 
2,1,2,0,3,0,8,0,9,3,9,0,0,8,3,4,2,0, 
10,1,2,8,21,0,19,0,114,7,9,11,5,5,0,35,26,0, 
4,2,1,3,10,0,2,0,44,5,23,1,0,1,5,10,6,0, 
8,2,2,6,3,0,0,2,66,3,39,0,0,0,3,41,6,0, 
4,1,4,0,3,0,0,0,5,3,11,0,0,0,3,3,2,0, 
3,2,0,3,3,0,0,2,10,3,39,0,0,0,2,6,3,0, 
3,1,1,2,496,0,19,38,1040,32,9,2,26,7,5,184,334,0, 
2,1,1,1,0,0,3,0,41,1,9,0,0,3,1,2,16,0, 
4,1,4,0,10,1,2,0,16,5,9,0,0,2,5,5,5,0, 
73,1,46,27,2628,5,42,38,1009,73,9,24,14,16,42,345,290,1, 
12,2,9,3,78,1,7,0,98,13,24,6,2,0,10,34,24,0, 
5,2,3,2,28,1,8,0,68,8,42,7,1,0,6,16,20,0, 
5,1,3,2,10,0,7,0,35,5,9,0,0,7,0,14,8,0, 
6,2,4,2,15,0,1,0,32,6,13,1,0,0,6,18,6,0, 
3,1,1,2,171,0,5,0,847,19,9,5,16,0,2,423,321,0, 
6,4,2,4,10,0,4,5,139,5,27,4,3,0,0,30,40,0, 
8,1,3,5,120,0,12,0,154,16,9,11,2,0,14,57,40,0, 
4,2,2,4,36,0,5,1,80,9,15,0,0,5,6,35,13,0, 
1,2,1,0,3,0,3,0,26,3,31,0,0,0,3,3,9,0, 
6,2,1,5,28,0,5,0,88,8,33,0,0,0,7,35,16,0, 
3,3,0,3,28,0,2,0,39,8,22,0,1,0,7,19,13,0, 
