 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
4,1,2,2,10,0,1,0,24,5,0,0,0,1,5,11,6,0, 
4,1,2,2,3,0,0,0,16,3,0,0,0,0,2,12,3,0, 
26,1,5,25,561,0,22,0,523,34,0,18,19,0,10,257,85,2, 
7,1,2,5,45,4,2,0,65,10,0,0,1,0,3,54,23,0, 
16,6,12,4,15,0,1,6,23,6,78,1,0,0,5,15,8,0, 
21,1,0,21,28,0,4,0,136,8,0,4,3,0,5,92,34,0, 
1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0, 
14,1,6,8,21,0,1,0,114,7,6,0,0,0,7,78,38,1, 
12,1,1,11,55,0,4,0,111,11,0,4,4,0,7,60,22,0, 
5,1,1,4,10,0,2,0,53,5,0,2,2,0,1,22,9,0, 
37,2,2,35,703,0,11,0,876,38,23,8,32,0,3,599,239,4, 
11,2,1,10,21,1,1,6,82,7,26,0,0,0,4,51,21,0, 
8,1,4,4,78,3,7,0,108,13,6,3,1,0,2,51,26,1, 
28,5,4,25,946,0,19,2,599,44,70,19,16,0,19,292,148,0, 
5,1,3,2,3,2,1,0,15,3,0,0,0,0,2,5,4,0, 
4,5,1,3,3,0,0,5,12,3,89,0,0,0,1,6,4,0, 
10,2,1,9,10,0,1,0,61,5,28,0,2,0,1,35,8,0, 
12,3,3,10,55,0,1,4,106,11,21,1,6,0,5,60,39,0, 
7,3,1,6,28,0,15,3,193,8,34,15,1,0,7,91,68,0, 
9,4,8,2,21,7,1,1,21,7,63,0,0,0,1,11,7,0, 
5,1,1,4,10,0,1,0,32,5,0,1,1,0,4,20,7,0, 
8,1,0,8,91,0,11,0,195,14,6,11,6,0,8,75,49,0, 
12,1,1,11,105,0,5,0,162,15,0,5,7,0,8,76,35,0, 
5,3,1,4,28,0,3,2,55,8,34,3,1,0,7,35,22,0, 
2,1,1,1,3,2,0,0,24,3,22,0,0,0,3,8,7,0, 
3,3,1,2,28,0,3,1,43,8,30,1,1,0,3,23,14,0, 
7,5,5,2,28,0,1,6,27,8,71,1,0,0,7,17,8,0, 
0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0, 
7,1,3,5,105,3,3,0,179,15,6,3,3,0,8,51,41,1, 
8,1,8,0,1,0,4,0,48,2,0,4,0,0,2,9,6,0, 
15,1,0,15,820,2,15,0,387,41,9,10,29,0,12,165,74,0, 
8,3,5,3,21,0,3,1,36,7,14,2,0,0,6,19,9,0, 
5,1,2,3,15,0,6,0,87,6,6,6,1,0,5,33,12,0, 
3,2,1,2,1,2,0,0,29,2,9,0,0,0,1,16,11,0, 
5,1,4,1,10,2,0,0,44,5,6,0,0,0,5,14,11,0, 
18,2,1,17,378,0,1,0,194,28,28,1,13,0,14,100,60,0, 
8,2,1,8,21,0,3,0,87,7,9,3,0,0,6,41,33,0, 
19,1,6,13,66,0,10,0,90,12,6,10,1,0,11,50,22,0, 
13,2,9,4,28,11,2,0,30,8,11,2,0,0,5,18,10,0, 
6,1,1,6,36,0,2,0,104,9,0,2,3,0,4,56,22,0, 
4,5,3,1,3,0,1,4,9,3,64,1,0,0,3,6,3,0, 
13,6,12,2,15,0,3,5,28,6,75,3,0,0,3,11,9,0, 
6,1,1,5,190,0,8,11,107,20,0,8,2,0,18,49,34,0, 
1,1,0,1,0,0,0,0,15,1,0,0,0,0,1,5,6,0, 
29,3,1,29,190,0,5,0,234,20,37,4,12,0,3,191,58,0, 
22,1,12,10,91,0,0,0,264,14,6,0,3,0,11,121,76,2, 
8,1,4,4,55,0,2,0,101,11,6,1,4,1,7,48,26,0, 
10,1,9,1,36,0,0,0,59,9,6,0,0,0,9,31,18,0, 
19,1,2,17,28,0,2,0,146,8,6,2,4,0,4,91,42,0, 
15,5,4,11,91,0,2,18,79,14,211,2,0,0,14,55,25,0, 
8,3,1,8,36,0,2,2,75,9,54,2,4,0,3,41,17,0, 
25,1,0,25,120,0,4,0,281,16,6,4,6,0,4,182,60,1, 
9,3,3,6,36,2,4,1,133,9,72,0,3,1,2,61,21,1, 
7,1,2,5,6,0,0,0,63,4,6,0,1,0,3,27,20,0, 
7,1,1,6,3,0,3,0,58,3,0,3,1,0,2,25,13,0, 
7,1,5,2,28,0,16,0,91,8,6,16,5,0,3,60,41,0, 
3,6,1,2,36,0,1,110,30,9,412,1,0,0,9,17,9,0, 
11,1,1,10,55,0,3,0,178,11,0,2,7,0,3,85,26,1, 
11,1,1,10,120,0,23,0,238,16,6,23,12,0,4,81,67,0, 
17,1,6,11,36,0,2,0,195,9,6,2,5,0,4,112,47,1, 
4,4,2,2,6,0,1,0,52,4,18,0,0,1,4,33,18,0, 
23,2,3,20,78,0,3,0,164,13,13,2,7,0,1,97,52,1, 
10,2,2,8,10,0,1,0,53,5,11,1,0,0,2,31,14,1, 
43,5,8,36,528,0,10,2,520,33,72,9,16,0,7,276,118,0, 
0,1,0,0,3,2,0,0,7,3,0,0,0,0,2,6,2,0, 
8,4,2,6,136,0,1,18,124,17,184,1,0,0,17,81,42,0, 
11,3,2,10,28,0,4,6,55,8,32,4,1,0,7,26,15,0, 
4,2,1,3,21,0,5,1,49,7,36,5,0,0,5,20,15,0, 
22,1,3,19,105,0,0,0,290,15,6,0,0,0,4,124,82,0, 
1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0, 
1,2,1,0,15,0,0,0,18,6,56,0,0,0,5,6,6,0, 
19,2,14,8,153,11,6,1,141,18,4,3,1,0,14,63,43,0, 
7,3,2,5,6,0,0,8,29,4,36,0,0,0,1,16,10,0, 
5,1,1,4,36,0,3,0,114,9,0,3,0,0,3,30,26,0, 
1,1,0,1,21,0,1,0,23,7,0,1,0,0,7,14,7,0, 
2,3,1,2,3,0,1,2,10,3,54,1,0,0,1,6,3,0, 
10,1,6,4,36,5,1,0,51,9,0,1,0,0,4,31,15,0, 
4,1,1,3,3,0,0,0,38,3,6,0,0,0,3,18,7,0, 
10,4,1,9,120,0,3,62,93,16,57,3,0,0,11,42,24,0, 
3,1,1,2,6,1,2,0,38,4,6,2,1,0,3,12,12,0, 
2,2,2,0,3,6,1,0,8,3,2,0,0,1,2,4,3,0, 
68,1,66,2,153,1,8,0,196,18,6,6,5,1,13,61,54,0, 
7,1,5,2,15,0,5,0,33,6,11,5,0,0,6,13,12,0, 
15,2,2,13,28,2,1,12,112,8,11,0,1,0,1,78,32,1, 
4,3,2,2,28,0,3,8,41,8,55,3,0,0,7,22,11,0, 
8,2,1,7,21,3,1,2,81,7,47,1,0,0,1,41,19,0, 
36,1,6,35,3003,0,55,0,1326,78,0,34,52,2,15,461,235,4, 
2,1,2,0,10,0,0,0,10,5,0,0,0,0,1,5,4,0, 
9,1,3,6,10,3,0,0,29,5,9,0,0,0,4,15,5,0, 
2,1,1,1,1,0,0,0,12,2,0,0,0,0,1,5,2,0, 
5,2,1,4,1,0,0,1,20,2,3,0,0,0,2,10,5,0, 
11,3,0,11,231,1,5,0,277,22,21,5,7,0,15,107,54,0, 
16,5,2,14,276,0,9,20,191,24,90,9,0,0,22,116,60,0, 
15,3,1,14,78,0,9,0,233,13,21,9,7,0,4,84,30,1, 
4,1,2,2,6,0,1,0,23,4,0,1,2,0,2,12,9,0, 
4,1,0,4,6,1,1,0,18,4,0,0,0,0,4,15,5,0, 
2,2,1,1,3,0,0,0,10,3,29,0,1,0,2,6,4,0, 
18,4,4,14,45,0,0,0,54,10,72,0,1,0,7,31,19,1, 
2,2,2,0,1,0,2,4,7,2,19,1,0,0,2,2,2,0, 
1,1,1,0,10,0,1,0,18,5,6,1,0,0,5,11,5,0, 
4,1,0,4,10,0,1,0,57,5,0,0,3,0,2,36,15,0, 
7,1,1,6,45,0,2,0,67,10,6,2,4,0,6,26,16,0, 
1,1,1,0,10,0,1,0,17,5,0,1,0,0,5,11,5,0, 
6,2,1,5,10,0,3,0,27,5,28,2,0,0,3,17,5,0, 
5,1,1,4,15,0,1,0,73,6,6,1,4,0,2,43,18,0, 
0,1,0,0,3,46,0,0,7,3,6,0,0,0,3,3,3,0, 
4,1,3,1,10,0,1,0,52,5,0,1,2,0,3,17,13,0, 
7,3,2,5,10,0,0,2,32,5,15,0,3,0,2,24,9,1, 
9,1,0,9,15,0,0,0,106,6,6,0,0,0,6,32,22,0, 
18,1,5,13,21,0,1,0,169,7,6,1,2,0,5,77,30,0, 
14,2,5,9,45,0,2,1,86,10,39,1,3,0,3,59,20,1, 
10,4,3,7,231,1,7,15,131,22,73,7,1,0,18,80,33,0, 
3,4,1,2,15,0,1,2,31,6,35,0,0,0,3,16,12,0, 
10,1,6,4,15,0,3,0,61,6,6,1,2,0,4,30,17,0, 
5,4,2,3,15,0,3,9,44,6,91,3,0,0,5,19,14,0, 
8,2,1,7,45,0,2,0,88,10,18,1,4,0,5,43,24,0, 
3,5,1,2,28,0,2,13,29,8,80,0,0,0,7,14,8,0, 
0,2,0,0,1,0,1,2,7,2,8,1,0,0,1,3,2,0, 
0,2,0,0,1,0,0,0,30,2,7,0,0,0,1,4,2,0, 
14,1,2,12,78,1,7,0,89,13,30,7,0,0,11,53,30,0, 
1,1,1,0,1,0,1,0,22,2,0,1,0,0,2,6,4,0, 
2,2,1,1,1,0,0,0,9,2,15,0,0,0,2,5,2,0, 
15,2,4,13,36,0,3,0,116,9,3,3,4,0,4,78,28,0, 
17,1,10,8,325,0,25,0,478,26,0,21,10,0,9,142,70,0, 
2,2,1,1,1,0,0,1,6,2,10,0,0,0,2,4,2,0, 
6,1,3,3,15,3,1,0,29,6,30,0,0,0,5,15,7,0, 
14,1,3,13,78,0,12,0,198,13,6,12,4,0,6,82,25,1, 
5,4,1,4,10,1,2,9,23,5,49,1,0,0,3,14,7,0, 
0,4,0,0,1,3,0,0,10,2,32,0,0,0,2,2,2,0, 
6,1,1,5,10,0,2,0,70,5,0,2,2,0,3,29,14,0, 
26,1,12,15,28,0,0,0,241,8,6,0,2,0,6,142,74,2, 
6,1,2,4,36,2,1,0,149,9,6,0,1,0,6,53,26,1, 
25,2,2,24,406,0,7,0,390,29,15,7,11,0,15,177,122,0, 
6,1,6,0,136,0,0,0,165,17,6,0,0,0,17,59,25,2, 
12,4,3,9,36,4,12,2,199,9,47,12,1,0,6,55,19,1, 
24,1,9,17,190,0,3,0,338,20,6,3,11,0,9,171,79,2, 
15,3,1,14,6,0,0,6,40,4,17,0,1,0,2,31,11,0, 
3,1,2,1,1,0,1,0,23,2,0,1,0,0,2,7,8,0, 
29,1,1,28,210,0,6,0,407,21,0,2,18,0,2,161,66,0, 
11,4,0,11,171,0,0,1,90,19,73,0,0,0,9,47,24,0, 
7,2,1,6,28,0,1,0,52,8,8,1,0,0,6,21,16,0, 
13,1,3,12,300,2,13,0,313,25,0,9,10,0,9,133,79,0, 
18,5,1,17,120,0,9,2,202,16,72,9,6,0,8,100,40,0, 
3,4,1,2,28,0,0,0,26,8,70,0,0,0,7,10,8,0, 
5,3,1,4,6,0,0,46,11,4,19,0,0,0,3,8,3,0, 
4,1,1,3,55,0,3,0,63,11,0,3,1,0,5,35,13,0, 
10,2,1,9,6,0,3,0,41,4,28,2,0,0,2,22,12,0, 
3,4,0,3,15,2,1,13,28,6,179,1,0,0,6,23,7,0, 
13,1,1,12,91,0,1,0,169,14,6,1,0,0,14,108,52,0, 
10,1,3,7,45,2,2,0,113,10,6,1,2,0,5,54,26,0, 
8,2,6,2,15,0,3,0,19,6,24,3,0,0,6,8,6,0, 
6,1,3,3,21,0,10,0,82,7,0,10,0,0,4,26,11,0, 
9,1,1,8,36,0,1,0,51,9,14,1,0,0,9,24,9,0, 
24,1,16,9,190,1,11,0,185,20,6,5,7,0,8,96,66,2, 
10,5,1,9,78,0,2,99,77,13,131,2,0,0,11,45,21,0, 
9,5,3,6,66,0,4,1,83,12,78,4,0,0,12,41,17,1, 
2,2,1,1,1,0,0,0,10,2,29,0,0,0,2,4,3,0, 
2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0, 
18,3,5,13,190,2,5,5,173,20,71,1,0,1,14,121,44,0, 
13,2,1,12,78,0,6,0,113,13,29,5,7,0,4,55,24,1, 
7,1,3,4,45,0,9,0,108,10,0,9,4,0,2,40,18,0, 
8,4,1,7,210,0,4,0,147,21,39,4,10,0,7,76,27,0, 
7,1,2,5,253,0,5,0,176,23,8,4,9,1,13,102,47,0, 
0,2,0,0,0,2,3,0,4,1,9,0,0,0,1,2,1,0, 
13,4,12,1,15,1,0,1,32,6,31,0,0,0,2,10,6,0, 
18,4,12,6,120,4,5,4,210,16,55,3,0,0,10,78,63,0, 
31,5,1,30,351,0,4,2,365,27,74,4,9,0,11,187,76,0, 
58,4,13,48,780,0,7,5,548,40,78,7,9,0,15,328,150,0, 
1,1,1,0,3,0,0,0,30,3,0,0,0,0,1,9,8,0, 
4,2,2,2,10,0,0,0,27,5,9,0,0,0,5,12,9,0, 
24,4,2,22,351,0,8,0,387,27,32,8,18,0,9,176,59,0, 
48,1,42,6,105,3,15,0,156,15,0,1,6,2,9,73,52,0, 
12,3,1,11,861,0,16,7,350,42,67,16,2,0,40,195,111,3, 
7,5,4,3,15,0,3,19,30,6,92,3,0,0,6,16,8,0, 
0,1,0,0,3,0,2,0,10,3,8,2,0,0,3,3,3,0, 
7,2,1,6,3,0,6,0,43,3,28,5,0,0,1,17,3,0, 
10,1,0,10,28,0,4,0,160,8,0,4,2,0,6,56,27,1, 
9,1,3,7,10,0,0,0,71,5,0,0,3,0,2,46,21,0, 
12,4,2,10,78,0,0,0,59,13,70,0,0,0,8,34,18,0, 
6,2,1,5,1,0,0,2,13,2,4,0,0,0,2,10,3,0, 
2,3,1,2,3,0,1,2,10,3,54,1,0,0,1,6,3,0, 
7,3,1,6,6,0,0,4,27,4,21,0,0,0,2,12,9,0, 
21,1,2,19,1,0,1,0,45,2,7,1,0,0,2,36,19,0, 
4,3,0,4,28,0,3,3,34,8,33,3,0,0,6,18,9,0, 
15,1,8,7,120,0,9,0,116,16,6,8,2,0,13,53,50,0, 
0,1,0,0,0,0,185,0,0,0,0,1,0,184,0,0,0,4, 
11,2,3,8,15,0,3,1,119,6,4,3,1,0,4,42,20,0, 
11,8,8,3,6,1,1,4,14,4,172,1,0,0,4,8,4,0, 
4,1,0,4,1,0,0,0,29,2,0,0,1,0,0,14,7,1, 
7,3,2,5,231,0,18,5,170,22,44,10,3,0,19,86,83,0, 
8,3,1,7,66,0,1,0,87,12,21,1,2,0,10,53,18,0, 
6,3,1,5,1,0,1,1,19,2,13,0,0,1,1,12,4,0, 
15,1,3,12,630,0,9,14,425,36,0,9,23,0,13,153,85,0, 
9,1,7,2,36,0,3,28,85,9,9,3,2,0,7,36,21,0, 
6,1,5,1,28,0,2,0,28,8,6,2,0,0,8,12,9,0, 
8,1,2,7,21,0,4,0,49,7,0,4,1,0,6,29,7,0, 
4,1,2,2,21,0,3,0,38,7,6,3,0,0,7,18,12,0, 
6,1,2,5,3,0,1,0,51,3,0,0,0,1,2,23,9,0, 
10,1,1,9,28,0,4,0,197,8,0,0,4,0,4,67,20,0, 
11,2,5,6,55,2,10,1,146,11,13,0,1,0,2,53,25,1, 
0,2,0,0,0,0,0,3,3,1,20,0,0,0,1,1,1,0, 
6,2,1,5,6,0,4,0,52,4,28,3,0,0,2,18,4,0, 
18,5,5,13,153,0,5,31,135,18,79,5,0,0,16,77,49,0, 
4,1,1,3,10,0,2,0,32,5,0,2,1,0,4,14,7,0, 
2,2,0,2,1,0,0,2,17,2,9,0,0,0,1,8,4,0, 
6,1,6,0,21,0,7,0,25,7,6,4,2,0,5,14,9,0, 
4,3,1,3,6,0,1,5,18,4,14,1,0,0,3,8,6,0, 
5,1,1,5,15,0,2,0,68,6,6,2,1,0,5,30,18,0, 
10,1,6,4,15,0,1,0,115,6,6,1,3,0,3,45,42,0, 
5,1,2,3,3,0,0,0,45,3,6,0,1,0,2,8,4,0, 
7,2,1,6,55,0,1,0,71,11,28,0,5,0,4,42,13,0, 
4,4,1,3,10,0,0,0,27,5,18,0,0,0,5,11,9,0, 
13,5,0,13,66,0,2,13,78,12,80,2,1,0,8,42,17,0, 
5,1,0,5,6,0,2,0,69,4,6,2,0,0,4,43,15,0, 
4,4,1,3,28,0,4,0,77,8,34,4,0,0,6,29,11,0, 
45,1,35,14,1275,2,11,0,369,51,7,11,2,0,36,180,107,1, 
8,1,1,7,28,0,8,0,120,8,0,6,5,0,3,41,18,0, 
47,3,3,44,325,1,2,5,525,26,65,2,11,0,3,363,181,0, 
13,3,2,11,10,0,1,4,65,5,21,1,0,0,3,37,23,0, 
20,3,15,5,21,2,2,4,45,7,44,2,0,0,7,27,16,0, 
12,5,1,11,55,0,2,13,60,11,80,0,2,0,8,35,12,0, 
12,1,11,1,1,0,0,0,8,2,6,0,0,0,2,6,3,0, 
10,5,0,10,91,0,7,13,120,14,80,4,7,0,6,67,18,0, 
4,1,2,2,55,4,5,0,59,11,6,5,3,0,2,27,23,0, 
5,1,1,5,15,0,3,0,37,6,0,2,1,0,4,18,9,0, 
12,4,2,10,325,2,8,62,164,26,68,1,0,0,21,89,43,0, 
24,1,5,19,528,2,24,0,436,33,6,15,4,0,8,187,83,5, 
12,2,3,9,45,0,1,0,76,10,15,1,1,0,9,48,24,0, 
18,4,14,4,105,3,1,28,81,15,233,1,0,0,14,35,23,0, 
11,2,1,10,78,0,1,0,92,13,29,1,9,0,3,49,31,0, 
16,3,1,15,780,0,13,0,469,40,21,13,34,0,5,200,80,1, 
12,1,0,12,10,0,2,0,67,5,6,2,2,0,3,39,13,0, 
2,2,1,1,1,0,0,0,7,2,29,0,0,0,2,4,3,0, 
6,1,1,5,10,0,1,0,132,5,7,1,3,0,2,57,29,0, 
6,3,2,4,21,2,1,1,63,7,72,1,6,0,1,25,9,0, 
5,3,0,5,6,2,0,7,24,4,32,0,0,0,1,13,4,0, 
4,2,0,4,0,0,0,0,5,1,2,0,0,0,1,7,1,0, 
18,2,2,16,28,0,4,1,121,8,5,4,4,0,1,59,28,0, 
3,1,1,2,3,0,0,0,12,3,6,0,1,0,2,6,3,0, 
0,1,0,0,3,0,0,0,14,3,0,0,0,0,3,7,5,0, 
3,1,1,2,1,0,1,0,15,2,0,0,0,1,2,8,3,0, 
7,1,1,6,325,0,19,34,376,26,30,16,1,3,24,191,100,1, 
4,2,1,3,91,0,2,1,107,14,23,2,2,0,12,44,22,0, 
15,5,1,14,36,0,1,7,57,9,40,1,3,0,3,45,18,0, 
4,3,1,3,6,0,1,5,19,4,14,1,0,0,3,10,6,0, 
2,2,1,1,3,0,0,0,10,3,29,0,1,0,2,6,4,0, 
7,1,1,6,21,0,6,0,160,7,0,6,2,0,4,61,49,1, 
2,1,0,2,6,0,3,0,42,4,0,3,1,0,3,23,13,0, 
29,3,27,2,28,3,2,1,33,8,24,2,1,0,4,20,9,0, 
14,5,1,13,45,0,5,13,91,10,80,0,1,0,7,39,13,0, 
13,1,6,7,1,0,0,0,37,2,6,0,0,0,2,17,5,0, 
4,4,1,3,91,0,2,0,71,14,39,2,3,0,7,32,18,0, 
14,3,1,13,78,0,5,0,124,13,21,5,5,0,7,63,17,0, 
14,3,1,13,15,0,0,6,96,6,17,0,2,0,3,50,14,0, 
3,3,1,2,6,0,0,5,12,4,14,0,0,0,3,7,4,0, 
8,1,6,8,210,0,17,0,292,21,6,17,13,0,5,124,43,0, 
2,3,0,2,6,0,1,5,13,4,14,1,0,0,3,6,4,0, 
4,1,2,2,6,0,1,0,24,4,0,0,0,0,4,13,6,0, 
5,1,1,4,10,0,5,0,33,5,0,5,0,0,5,19,6,0, 
8,1,1,7,10,0,3,0,72,5,0,3,2,0,3,28,12,0, 
2,1,1,2,6,0,2,0,46,4,0,2,1,0,3,23,7,0, 
8,3,3,5,66,0,4,9,75,12,57,4,0,0,10,49,31,0, 
13,5,1,12,45,0,4,13,70,10,80,0,1,0,7,40,13,0, 
4,1,1,3,1,0,0,0,44,2,7,0,0,0,2,19,5,0, 
21,1,14,7,10,0,3,0,68,5,6,1,1,0,4,26,16,1, 
3,2,1,2,10,0,0,0,27,5,9,0,0,0,5,12,9,0, 
7,3,3,4,78,2,1,0,47,13,14,1,0,0,12,34,17,0, 
3,6,1,2,45,0,1,158,30,10,497,1,0,0,10,17,10,0, 
6,1,1,5,66,0,13,0,226,12,0,11,7,2,1,53,30,0, 
6,2,1,5,28,0,4,0,61,8,8,4,0,0,6,17,13,0, 
10,4,1,9,253,2,2,19,222,23,192,2,1,0,21,145,63,0, 
19,1,2,17,91,0,16,0,147,14,0,16,1,0,3,68,30,0, 
6,2,5,1,66,1,6,7,45,12,27,5,0,0,12,15,13,0, 
4,3,0,4,3,7,0,0,20,3,67,0,0,0,2,12,4,1, 
5,1,1,4,6,0,2,0,28,4,0,2,1,0,1,15,4,0, 
11,2,4,7,10,0,2,1,73,5,10,2,1,0,4,25,22,0, 
0,1,0,0,21,0,1,0,58,7,6,1,5,0,2,17,7,1, 
1,1,1,0,3,0,0,0,9,3,0,0,0,0,3,3,3,0, 
18,2,18,0,28,7,0,0,28,8,6,0,0,0,6,12,8,0, 
8,1,1,7,15,0,3,0,29,6,0,3,4,0,2,25,7,0, 
11,1,2,9,1,0,0,0,59,2,6,0,1,0,1,27,10,0, 
4,2,3,1,190,0,8,6,97,20,35,8,0,0,20,25,20,0, 
8,4,4,4,45,0,4,1,54,10,25,3,0,1,10,26,16,0, 
28,1,1,27,55,0,8,0,207,11,0,4,9,0,1,92,42,0, 
12,1,4,8,351,0,39,0,461,27,6,39,15,0,9,187,98,0, 
2,1,1,1,1,0,1,0,11,2,0,0,0,0,2,6,2,1, 
10,3,1,9,66,0,3,2,89,12,19,3,1,0,9,44,24,2, 
12,1,12,0,1,1,1,0,6,2,0,1,0,0,2,2,2,0, 
11,3,2,9,45,0,3,8,62,10,55,3,0,0,8,43,20,0, 
10,1,0,10,105,0,6,0,156,15,0,6,9,0,2,69,29,0, 
7,3,1,6,36,0,3,2,58,9,34,3,2,0,7,42,23,0, 
48,1,4,44,171,0,2,14,372,19,6,2,10,0,8,170,129,0, 
1,1,0,1,0,0,1,0,8,1,0,0,0,1,1,3,1,0, 
3,3,1,2,10,0,1,3,19,5,33,1,0,0,3,11,5,0, 
23,1,1,22,153,0,16,0,230,18,6,15,1,0,11,156,71,0, 
14,1,1,13,6,0,1,0,105,4,6,1,2,0,2,56,44,0, 
20,1,6,15,210,0,2,86,210,21,6,2,10,0,11,145,64,2, 
4,1,1,3,1,0,1,0,20,2,0,1,0,0,2,13,4,0, 
51,1,49,2,10,0,0,0,44,5,6,0,0,0,5,20,14,0, 
2,1,1,1,10,0,5,0,41,5,0,5,0,0,5,19,17,0, 
44,1,29,15,120,0,7,0,278,16,6,7,4,0,12,118,63,0, 
4,1,1,3,15,0,3,0,88,6,0,3,0,0,2,24,11,1, 
10,1,10,0,378,2,14,0,84,28,16,14,0,0,28,28,28,0, 
2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0, 
18,4,1,17,171,0,5,0,210,19,16,5,6,0,13,88,41,0, 
1,3,0,1,3,0,1,5,17,3,14,1,0,0,2,9,5,0, 
16,2,6,11,36,0,2,0,98,9,11,2,0,0,9,60,26,0, 
4,2,0,4,1,0,1,2,31,2,14,0,0,0,1,17,9,0, 
6,3,1,5,6,0,0,7,43,4,14,0,1,0,2,21,11,0, 
5,3,1,4,6,0,0,4,22,4,21,0,0,0,2,10,8,0, 
4,1,1,3,10,0,2,0,45,5,0,1,2,1,2,28,13,0, 
2,1,0,2,55,0,8,0,82,11,0,8,2,0,5,27,12,0, 
0,1,0,0,36,0,0,0,24,9,15,0,0,0,9,11,11,1, 
8,1,3,5,171,0,11,0,255,19,6,11,9,0,6,85,44,0, 
14,6,1,13,66,0,0,13,100,12,82,0,2,0,8,46,20,0, 
39,1,24,18,171,0,7,0,187,19,6,7,4,0,13,122,61,0, 
0,1,0,0,0,0,56,0,0,0,0,1,0,55,0,0,0,2, 
5,5,3,2,36,0,1,30,27,9,253,1,0,0,8,12,10,0, 
5,1,2,3,6,0,0,0,48,4,6,0,2,0,2,24,14,0, 
21,2,11,10,190,0,6,7,156,20,23,6,1,0,19,82,37,0, 
4,1,0,4,0,0,0,0,30,1,7,0,0,0,1,15,14,0, 
6,1,1,5,10,0,4,0,41,5,0,4,0,0,1,19,5,0, 
8,5,2,6,66,0,4,1,83,12,78,4,0,0,12,41,17,2, 
4,1,1,3,6,0,0,0,17,4,6,0,0,0,4,10,6,0, 
6,1,4,2,136,1,7,0,99,17,19,6,0,0,15,32,26,0, 
0,3,0,0,6,0,0,3,12,4,33,0,0,0,3,4,4,0, 
0,2,0,0,1,0,0,1,3,2,18,0,0,0,1,2,1,1, 
19,4,1,18,153,0,4,0,199,18,16,4,6,0,12,110,52,0, 
27,5,1,26,595,0,3,2,501,35,72,3,16,0,10,207,113,0, 
3,1,1,3,21,0,2,0,115,7,0,2,3,0,4,39,22,0, 
8,1,4,4,15,0,2,0,33,6,6,2,0,0,6,13,8,0, 
9,3,1,8,6,0,2,4,50,4,21,2,0,0,3,21,17,0, 
5,1,1,4,6,0,4,0,33,4,0,4,1,0,3,17,6,0, 
9,2,1,8,36,1,4,0,123,9,6,3,2,0,5,43,14,0, 
31,1,1,30,15,0,1,0,118,6,6,1,4,0,2,69,47,0, 
6,3,2,4,10,0,1,3,27,5,33,1,0,0,4,15,5,0, 
2,3,1,1,6,0,0,5,12,4,14,0,0,0,3,6,4,0, 
10,3,2,8,28,0,3,6,78,8,56,3,0,0,7,45,22,0, 
1,1,0,1,10,0,2,0,21,5,6,2,0,0,4,10,9,0, 
9,4,4,5,55,2,4,1,64,11,65,3,1,0,10,32,19,0, 
6,2,2,4,55,0,3,2,58,11,12,3,1,0,10,22,16,0, 
1,1,1,0,6,1,2,0,13,4,6,2,0,0,4,5,4,0, 
6,4,1,5,15,0,2,1,69,6,34,2,0,0,2,23,16,0, 
10,2,1,9,28,0,2,12,79,8,14,2,0,0,4,36,21,0, 
5,2,1,4,3,0,4,0,45,3,28,3,0,0,1,16,3,0, 
4,1,3,1,1,0,0,0,25,2,0,0,0,0,2,7,7,0, 
4,1,0,4,10,0,1,0,58,5,6,1,1,0,4,32,13,0, 
3,2,2,1,1,1,0,0,9,2,9,0,0,0,2,3,3,0, 
2,5,0,2,10,0,1,28,15,5,247,1,0,0,4,10,6,0, 
2,1,2,0,6,0,5,0,44,4,6,0,0,5,4,10,7,0, 
17,2,1,16,36,0,0,0,103,9,4,0,0,0,1,74,22,1, 
4,1,3,1,1,0,3,0,16,2,0,3,0,0,2,6,2,0, 
8,4,1,7,15,0,1,3,60,6,51,0,0,0,3,30,11,0, 
3,2,1,2,10,0,0,5,22,5,12,0,0,0,4,8,5,0, 
4,7,1,3,66,0,2,158,59,12,523,2,0,0,12,30,18,0, 
4,2,1,3,21,0,2,1,34,7,4,2,1,0,5,19,7,0, 
41,5,2,40,561,0,9,2,564,34,73,9,21,0,5,289,148,0, 
3,1,1,2,6,0,1,0,34,4,6,0,2,1,2,17,8,0, 
5,1,1,4,28,0,5,0,136,8,0,5,0,0,2,44,14,0, 
5,1,1,5,66,0,2,0,114,12,0,1,2,0,9,35,30,0, 
17,5,0,17,136,0,9,13,177,17,80,5,2,0,10,81,32,0, 
0,1,0,0,21,0,5,0,80,7,0,3,0,0,1,21,29,0, 
14,3,7,7,36,0,1,4,91,9,44,1,0,0,9,57,24,0, 
21,5,1,20,210,0,1,2,208,21,72,1,5,0,5,118,47,0, 
