 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
2,2,1,1,6,0,1,0,9,4,22,1,0,0,1,5,3,0, 
3,1,0,3,15,0,4,1,100,6,35,4,1,0,5,23,22,0, 
11,2,0,11,28,0,1,0,98,8,16,1,0,0,8,46,22,0, 
2,2,1,1,6,0,1,0,10,4,22,0,0,0,1,5,3,0, 
4,2,1,3,1,0,1,0,8,2,13,1,0,0,2,5,2,0, 
30,3,11,19,2485,6,56,1,1144,71,15,32,8,0,52,330,147,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
4,1,4,0,21,0,4,0,23,7,0,3,0,0,7,8,7,0, 
1,1,0,1,0,0,0,0,9,1,0,0,0,0,1,4,1,0, 
1,2,0,1,3,0,0,0,9,3,22,0,0,0,0,4,3,0, 
9,3,1,8,6,0,1,4,20,4,43,1,0,0,3,17,8,0, 
3,2,0,3,3,0,1,0,20,3,4,1,2,0,0,16,8,0, 
8,3,3,5,36,0,6,8,74,9,72,5,1,1,3,38,20,0, 
1,1,1,0,6,0,0,0,11,4,0,0,0,0,4,5,4,0, 
26,2,12,17,703,0,21,4,308,38,10,21,3,0,34,167,74,0, 
43,2,5,39,1275,0,20,21,707,51,68,14,22,0,29,344,117,3, 
31,1,31,0,55,8,5,0,36,11,9,5,0,0,11,11,11,0, 
3,1,3,0,1,0,1,0,6,2,0,0,0,0,2,3,2,0, 
6,3,1,6,6,0,4,4,33,4,43,4,0,0,4,20,8,0, 
3,1,1,2,28,0,1,0,39,8,9,1,0,0,8,17,11,0, 
3,2,2,1,6,0,14,0,14,4,14,1,1,0,2,9,4,1, 
0,1,0,0,0,0,12,0,3,1,0,1,0,11,1,2,1,0, 
7,1,4,3,435,0,14,0,148,30,9,9,0,0,29,65,41,0, 
2,1,2,0,15,2,3,0,37,6,18,3,0,0,6,8,11,0, 
18,1,1,17,10,0,0,0,104,5,10,0,1,0,4,42,14,0, 
19,2,15,5,105,0,5,1,117,15,23,5,3,0,11,68,29,0, 
15,1,4,11,36,0,2,0,129,9,9,2,1,0,8,51,21,0, 
2,1,0,2,6,0,5,2,33,4,57,0,0,5,4,8,9,0, 
2,1,0,2,231,0,11,0,125,22,18,11,0,0,22,58,67,0, 
9,3,1,8,6,0,2,4,31,4,43,2,0,0,3,19,10,0, 
1,2,0,1,1,0,1,0,6,2,19,0,0,0,1,3,2,0, 
14,2,12,2,28,8,4,0,49,8,35,4,0,0,8,17,18,0, 
0,1,0,0,28,5,0,0,15,8,9,0,0,0,4,8,4,0, 
1,1,0,1,325,0,13,0,125,26,18,13,0,0,26,49,49,0, 
0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0, 
3,3,1,2,1,0,0,7,3,2,39,0,0,0,2,4,1,0, 
28,3,9,21,153,0,5,6,103,18,57,5,1,0,10,56,23,0, 
14,1,14,0,66,0,5,0,35,12,9,5,0,0,12,12,12,0, 
0,1,0,0,15,1,0,0,6,6,9,0,0,0,6,6,2,0, 
9,2,0,9,36,0,0,0,77,9,16,0,2,0,7,42,24,0, 
1,1,0,1,0,0,5,0,8,1,9,2,0,0,1,2,1,0, 
11,1,11,0,21,9,0,0,0,7,9,0,0,0,7,7,0,0, 
1,1,1,1,3,0,2,0,11,3,0,2,0,0,3,4,3,0, 
2,1,1,1,3,0,1,0,50,3,0,1,0,0,3,27,12,0, 
11,3,5,6,231,0,4,0,131,22,44,2,0,1,17,63,34,0, 
74,1,62,12,300,0,11,0,274,25,17,6,2,0,21,147,51,0, 
2,1,2,0,1,0,0,0,3,2,9,0,0,0,2,2,4,0, 
4,1,0,4,0,0,1,0,33,1,10,1,0,0,1,17,4,0, 
4,1,1,3,1,0,1,0,23,2,0,0,0,0,2,13,8,0, 
1,1,0,1,10,0,0,0,25,5,9,0,0,0,5,7,7,0, 
0,1,0,0,1,0,0,0,40,2,9,0,0,0,2,5,21,0, 
0,1,0,0,3,0,1,0,8,3,0,1,1,0,2,5,2,0, 
6,1,0,6,91,0,4,0,102,14,13,4,1,0,11,54,22,0, 
8,1,3,5,105,1,7,0,144,15,0,6,1,0,5,41,16,3, 
7,1,1,6,10,0,8,1,58,5,65,6,0,0,4,31,8,0, 
4,1,4,0,45,4,5,0,32,10,9,5,0,0,9,13,10,0, 
0,1,0,0,0,0,8,0,3,1,0,1,0,7,1,2,1,0, 
4,1,0,4,10,0,2,0,16,5,9,2,0,0,5,12,5,0, 
5,1,1,4,6,0,0,0,98,4,9,0,0,0,4,34,10,0, 
14,2,0,14,66,0,0,0,63,12,31,0,0,0,12,44,18,0, 
20,1,3,17,66,0,9,0,207,12,0,8,2,0,10,93,37,0, 
2,1,0,2,1,0,2,0,43,2,0,2,0,0,2,13,2,0, 
5,2,2,3,21,0,1,0,26,7,31,1,0,0,7,17,7,0, 
4,1,3,1,210,0,3,0,132,21,0,3,1,0,18,48,31,3, 
11,2,2,9,1,0,0,0,39,2,10,0,0,0,2,18,3,0, 
3,1,1,3,1,0,2,0,15,2,9,2,0,0,2,9,3,0, 
8,3,1,7,6,0,4,4,65,4,43,2,0,0,4,32,16,0, 
6,2,2,4,10,0,1,0,64,5,4,1,3,0,1,27,15,0, 
3,2,1,2,15,0,2,0,35,6,32,2,0,0,6,21,7,0, 
4,1,1,3,45,0,3,0,54,10,0,3,0,0,10,24,15,0, 
1,2,0,1,861,0,2,0,255,42,55,2,1,0,41,123,83,0, 
6,1,1,5,6,0,1,0,55,4,0,1,1,0,3,27,15,0, 
5,1,5,0,3,0,2,0,12,3,18,2,0,0,2,4,3,0, 
0,2,0,0,0,0,0,4,3,1,17,0,0,0,0,1,1,2, 
6,1,1,5,6,1,2,0,22,4,0,2,0,0,3,19,4,0, 
0,1,0,0,10,0,3,0,12,5,18,3,0,0,5,5,4,0, 
7,1,2,5,21,0,2,0,30,7,9,2,1,0,6,26,9,0, 
1,1,0,1,10,0,1,0,19,5,9,1,0,0,5,8,5,0, 
7,1,1,6,3,0,1,0,29,3,0,1,1,0,1,14,3,0, 
2,1,0,2,0,0,0,0,21,1,0,0,0,0,1,11,4,0, 
3,2,1,3,15,1,5,0,22,6,22,4,0,0,1,10,6,0, 
28,1,22,7,171,15,6,0,88,19,0,5,0,0,12,41,24,1, 
0,1,0,0,0,0,3,0,3,1,9,1,0,2,1,2,1,0, 
5,1,1,4,6,0,3,0,20,4,0,3,0,0,4,11,6,0, 
12,1,1,11,171,0,4,0,154,19,14,3,2,0,17,78,41,0, 
16,3,2,14,780,0,9,4,452,40,36,9,11,0,28,203,123,1, 
1,1,1,0,6,0,21,0,56,4,9,1,0,0,4,5,12,0, 
15,1,9,6,136,0,19,0,419,17,0,19,8,0,9,75,42,0, 
0,2,0,0,0,1,1,0,3,1,26,1,0,0,1,1,1,0, 
3,1,0,3,1,0,0,0,36,2,0,0,1,0,1,16,7,0, 
6,2,1,5,153,0,10,1,179,18,21,10,8,0,9,69,27,1, 
1,1,0,1,6,0,0,0,38,4,0,0,0,0,4,16,12,0, 
5,1,4,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0, 
2,2,0,2,6,0,0,0,18,4,17,0,0,0,0,8,6,0, 
3,1,2,1,6,49,0,0,7,4,18,0,0,0,1,6,1,0, 
2,1,0,2,6,0,3,0,20,4,0,3,1,0,2,12,5,1, 
9,2,0,9,3,0,2,1,120,3,19,2,1,0,2,66,13,0, 
0,1,0,0,0,0,24,0,3,1,0,1,0,23,1,2,1,0, 
4,1,1,3,10,0,0,0,27,5,0,0,0,0,5,15,7,0, 
8,2,0,8,10,0,3,1,83,5,19,3,1,0,4,39,18,2, 
1,1,1,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
2,1,1,1,66,0,2,0,114,12,9,2,6,0,6,56,31,0, 
2,2,1,1,36,0,8,0,51,9,12,8,0,0,8,15,18,0, 
6,2,6,0,3,0,2,1,12,3,28,2,0,0,3,3,3,0, 
5,2,5,0,21,0,6,0,24,7,13,6,0,0,7,7,7,0, 
26,2,7,21,153,0,2,0,350,18,17,2,2,0,14,169,44,2, 
9,3,1,8,15,0,5,4,74,6,43,4,0,0,6,26,19,0, 
0,1,0,0,0,0,13,0,3,1,0,1,0,12,1,2,1,0, 
2,2,1,1,6,0,1,0,23,4,22,1,0,0,1,10,5,0, 
32,1,1,31,276,0,54,0,569,24,9,6,10,0,14,368,94,1, 
3,2,3,0,3,0,1,0,6,3,20,1,0,0,3,3,2,0, 
2,1,2,0,66,0,6,0,46,12,9,5,0,1,12,12,17,0, 
2,2,2,1,1,0,2,0,27,2,2,2,0,0,2,8,4,0, 
12,1,10,2,300,0,11,0,118,25,9,0,2,4,23,46,39,0, 
5,1,0,5,45,0,5,0,65,10,18,5,0,0,10,27,28,0, 
6,2,5,1,253,0,7,0,73,23,36,5,0,0,23,25,23,2, 
5,2,0,5,21,0,6,3,43,7,16,6,0,0,7,24,12,0, 
2,1,0,2,6,0,3,0,44,4,0,3,0,0,4,11,4,0, 
9,2,5,4,253,0,6,0,101,23,29,6,1,0,21,60,31,0, 
1,1,1,0,1,0,5,0,81,2,0,5,0,0,2,5,4,0, 
4,2,2,3,15,1,5,0,23,6,22,4,0,0,1,10,6,0, 
13,1,2,11,561,0,13,0,206,34,9,8,2,0,27,135,52,0, 
20,2,3,19,171,0,8,0,295,19,4,8,7,0,12,93,34,0, 
6,1,1,5,21,0,5,0,64,7,0,4,0,0,4,20,8,0, 
5,1,5,0,21,0,4,0,40,7,18,4,0,0,6,12,13,0, 
3,1,3,0,66,0,5,0,36,12,9,4,0,1,12,12,12,0, 
31,1,18,14,45,0,9,0,213,10,0,9,0,0,10,128,45,1, 
2,2,0,2,0,0,0,0,7,1,10,0,0,0,1,5,3,0, 
9,1,2,7,0,0,0,0,34,1,9,0,0,0,1,25,6,0, 
0,1,0,0,0,0,8,0,3,1,0,1,0,7,1,2,1,0, 
6,2,2,4,15,0,1,0,79,6,11,1,1,0,5,22,24,0, 
2,1,2,0,15,0,5,0,19,6,0,1,0,0,6,10,6,0, 
4,2,1,3,3,0,0,8,16,3,22,0,0,0,3,10,4,0, 
15,1,12,3,10,0,1,0,27,5,9,0,0,1,5,20,10,0, 
0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0, 
13,2,4,9,153,2,10,0,224,18,2,9,7,1,7,91,33,1, 
0,1,0,0,0,0,12,0,3,1,0,1,0,11,1,2,1,0, 
10,2,3,7,66,0,1,1,147,12,23,0,0,0,12,49,32,0, 
4,1,1,3,1,0,1,0,31,2,9,1,0,0,2,12,5,1, 
0,1,0,0,1,0,2,0,29,2,18,2,0,0,2,4,2,0, 
12,2,0,12,10,0,1,0,70,5,13,1,0,0,5,45,14,0, 
5,1,4,1,21,0,6,0,26,7,15,6,0,0,7,13,7,0, 
4,1,1,3,6,5,0,0,40,4,9,0,2,0,2,13,16,0, 
1,1,1,0,21,3,4,0,24,7,9,4,0,0,7,9,6,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0, 
0,1,0,0,0,0,13,0,3,1,0,1,0,12,1,2,1,0, 
0,1,0,0,1,4,0,0,13,2,0,0,0,0,0,6,2,0, 
1,1,0,1,0,0,1,0,10,1,0,1,0,0,1,5,3,0, 
50,1,39,15,1225,1,14,0,197,50,9,8,0,0,50,133,61,0, 
8,1,8,0,21,0,6,0,27,7,18,6,0,0,6,8,7,0, 
17,1,2,16,10,1,1,0,132,5,0,0,0,0,4,44,13,0, 
1,2,0,1,21,0,3,0,40,7,25,3,0,0,7,12,12,0, 
6,1,3,3,6,0,63,0,47,4,9,6,1,0,3,15,13,0, 
33,1,28,6,435,1,14,0,209,30,9,14,2,0,27,84,54,1, 
2,1,0,2,15,0,2,0,78,6,9,1,3,0,3,29,15,0, 
13,1,6,8,21,0,4,0,61,7,0,1,1,1,5,36,10,2, 
2,1,2,0,1,3,0,0,0,2,9,0,0,0,2,2,0,0, 
7,2,1,6,10,0,2,0,33,5,32,2,0,0,4,25,5,0, 
4,1,3,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
9,2,0,9,28,0,0,8,54,8,63,0,0,0,2,27,11,0, 
21,3,5,16,496,2,8,4,412,32,36,8,9,0,22,169,98,1, 
3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0, 
1,1,1,0,1,0,0,0,18,2,9,0,0,0,2,8,7,0, 
5,1,1,4,6,0,0,0,9,4,12,0,0,0,4,9,3,0, 
0,1,0,0,0,0,0,0,8,1,0,0,0,0,1,2,1,0, 
5,1,2,3,1,0,2,0,37,2,9,2,0,0,2,22,19,0, 
10,1,5,7,91,0,5,0,134,14,0,5,10,0,4,51,16,1, 
5,1,4,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
1,1,1,0,6,0,2,0,15,4,0,1,0,0,4,6,4,0, 
12,1,0,12,10,0,2,0,90,5,9,2,0,0,4,38,29,0, 
6,1,6,0,351,0,14,0,99,27,16,11,0,0,27,31,30,0, 
5,1,1,4,15,0,2,0,24,6,0,1,0,0,5,20,6,0, 
1,2,0,1,0,0,0,0,5,1,1,0,0,0,0,2,3,0, 
2,1,2,0,6,1,0,0,0,4,9,0,0,0,4,4,0,0, 
16,1,5,11,45,0,20,0,127,10,0,2,1,0,9,60,30,0, 
4,1,0,4,66,1,17,0,555,12,0,0,0,0,10,182,81,0, 
11,4,1,10,91,0,15,25,265,14,78,15,5,0,5,86,24,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
2,2,1,1,21,0,1,0,27,7,15,1,0,0,7,10,9,0, 
8,2,0,8,66,0,1,1,258,12,23,0,0,0,12,105,56,0, 
0,1,0,0,0,0,120,0,3,1,0,1,0,119,1,2,1,1, 
1,1,0,1,6,0,1,0,54,4,0,0,0,0,4,24,14,0, 
3,1,1,2,6,0,2,0,19,4,9,2,1,0,3,7,6,1, 
5,2,1,4,1,0,2,0,49,2,32,2,0,0,2,17,4,0, 
11,1,0,11,15,0,0,0,67,6,9,0,1,0,5,37,22,1, 
7,1,7,0,6,4,0,0,0,4,9,0,0,0,4,4,0,0, 
6,1,1,5,15,0,6,0,55,6,51,6,0,0,5,20,13,0, 
3,1,1,2,45,0,5,0,59,10,18,5,0,0,10,22,25,0, 
5,2,2,3,6,0,3,0,18,4,22,3,0,0,2,9,6,0, 
6,1,1,5,21,0,4,1,105,7,26,4,1,0,5,28,27,0, 
3,1,0,3,6,0,4,0,34,4,9,3,2,0,2,19,7,0, 
97,1,53,58,2211,0,82,0,1115,67,0,68,23,2,43,470,199,4, 
10,1,2,8,36,0,4,0,91,9,9,4,3,0,5,53,26,0, 
4,2,1,3,78,0,4,1,47,13,28,4,1,0,12,23,13,0, 
4,1,1,3,1,0,0,0,16,2,9,0,0,0,2,10,6,0, 
4,1,0,4,6,0,0,0,73,4,0,0,0,0,4,32,7,2, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
7,2,1,6,21,2,3,2,64,7,25,0,0,0,7,22,21,0, 
1,2,0,1,1,0,1,0,40,2,2,1,0,0,2,16,7,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
10,3,2,8,6,0,8,0,46,4,10,8,0,0,4,21,5,1, 
1,1,1,0,0,4,0,0,0,1,18,0,0,0,0,1,0,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
6,1,2,4,55,0,1,0,35,11,9,1,0,0,11,18,11,0, 
3,1,0,3,6,0,16,0,35,4,9,2,3,0,1,19,8,0, 
1,1,0,1,0,0,0,0,36,1,9,0,0,0,1,8,4,0, 
0,1,0,0,0,0,6,0,0,0,0,1,0,5,0,0,0,0, 
8,1,6,6,91,4,10,0,63,14,18,1,2,0,11,31,19,0, 
1,2,0,1,1,0,1,0,6,2,19,0,0,0,2,3,2,0, 
3,2,2,1,3,0,1,0,9,3,10,1,0,0,3,4,3,0, 
8,1,3,6,21,0,9,0,87,7,12,5,0,0,7,25,9,0, 
1,1,1,0,3,1,0,0,5,3,9,0,0,0,3,3,2,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
3,1,2,1,15,0,5,0,19,6,9,4,0,0,6,7,6,0, 
1,1,1,0,1,0,6,0,11,2,10,0,0,6,2,3,2,0, 
12,1,2,10,36,0,6,0,134,9,0,6,3,0,4,68,10,1, 
19,1,2,17,28,0,4,0,117,8,0,3,5,0,1,59,28,1, 
5,3,4,1,21,3,2,0,23,7,14,2,0,0,6,12,7,0, 
0,2,0,0,0,0,1,0,3,1,26,1,0,0,1,1,2,0, 
0,2,0,0,0,0,0,1,3,1,17,0,0,0,0,2,1,0, 
1,1,0,1,0,0,0,0,20,1,9,0,0,0,1,8,3,0, 
4,5,1,3,15,0,2,5,36,6,53,2,0,0,1,17,9,0, 
3,1,3,0,1,0,1,0,6,2,0,0,0,0,2,3,2,0, 
0,1,0,0,0,0,19,0,3,1,0,1,0,18,1,2,1,0, 
2,2,0,2,0,0,0,0,3,1,2,0,0,0,0,4,1,0, 
5,1,4,1,45,0,8,0,39,10,18,7,1,0,9,14,10,0, 
14,1,3,11,171,3,4,0,154,19,14,3,2,0,17,78,41,1, 
29,1,13,16,91,0,9,0,108,14,0,6,1,0,11,60,26,0, 
1,1,0,1,6,0,2,0,18,4,9,2,0,0,4,8,4,1, 
5,2,0,5,78,0,2,1,66,13,23,0,0,1,13,31,22,0, 
6,1,6,0,0,5,1,0,3,1,25,1,0,0,1,1,1,0, 
4,3,3,1,6,0,2,0,34,4,27,2,1,0,3,9,9,0, 
2,4,2,0,6,0,2,8,23,4,47,0,0,0,2,5,7,0, 
7,1,3,4,6,0,4,0,75,4,0,4,0,0,4,27,9,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
0,1,0,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
0,3,0,0,0,3,0,0,3,1,50,0,0,0,1,1,1,0, 
0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0, 
7,2,2,5,21,0,1,0,50,7,14,1,0,0,7,29,12,1, 
4,2,0,4,21,0,5,0,67,7,26,5,0,0,7,27,14,1, 
12,4,1,11,1891,0,12,6,303,62,82,11,0,0,62,144,86,0, 
1,1,0,1,6,0,1,0,13,4,9,1,0,0,4,6,4,1, 
2,1,2,0,6,0,3,0,14,4,9,3,0,0,4,4,4,0, 
8,1,3,5,0,0,1,0,12,1,9,0,0,0,1,8,3,0, 
6,1,0,6,3,0,1,0,37,3,9,1,0,0,3,21,8,0, 
3,1,0,3,36,0,8,0,104,9,1,5,5,0,4,39,22,0, 
10,1,1,9,15,0,2,0,89,6,9,1,0,0,6,41,14,1, 
4,2,4,0,3,0,2,0,9,3,19,2,0,0,2,4,3,0, 
0,1,0,0,0,0,1,0,3,1,10,0,0,1,1,1,1,0, 
0,1,0,0,0,0,3,0,3,1,0,1,0,2,1,2,1,0, 
2,1,1,1,21,0,4,1,22,7,14,4,0,0,6,9,7,0, 
11,2,1,10,0,1,0,1,71,1,4,0,0,0,0,34,2,1, 
4,1,2,2,6,0,3,0,21,4,11,3,0,0,4,14,9,0, 
8,2,2,6,55,0,3,1,55,11,26,3,0,0,11,24,17,0, 
1,1,0,1,0,0,0,0,4,1,10,0,0,0,1,2,1,0, 
3,1,0,3,1,0,1,0,18,2,0,0,1,0,1,8,5,0, 
11,3,0,11,136,0,4,6,110,17,38,1,1,0,11,45,22,0, 
11,1,1,10,45,0,13,0,263,10,0,12,5,0,5,66,21,0, 
6,2,2,5,36,0,5,0,46,9,22,3,1,0,1,22,11,1, 
0,1,0,0,0,0,7,0,3,1,0,1,0,6,1,2,1,0, 
1,1,1,0,15,0,2,0,51,6,9,2,3,0,3,16,16,0, 
8,3,1,7,21,0,2,9,77,7,42,2,1,0,5,52,16,0, 
4,1,1,3,21,0,1,0,61,7,9,1,0,0,7,17,19,0, 
1,1,1,0,1,0,1,0,8,2,0,1,0,0,2,4,2,0, 
1,1,1,0,0,0,5,0,6,1,9,0,0,0,1,2,1,0, 
1,2,1,0,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
7,1,4,4,78,0,11,0,101,13,17,10,1,0,12,54,25,2, 
6,2,1,6,21,0,4,9,120,7,30,4,0,0,7,75,40,0, 
3,1,1,2,28,0,6,0,90,8,0,6,2,0,4,29,15,0, 
2,1,1,1,21,0,2,0,54,7,9,2,4,0,3,18,29,0, 
17,2,5,12,190,1,12,1,172,20,5,12,1,0,16,71,36,0, 
1,1,1,0,6,0,1,0,15,4,0,0,0,0,4,6,4,0, 
0,1,0,0,0,0,1,0,0,0,18,1,0,0,0,0,0,0, 
1,1,1,0,0,0,1,0,0,1,25,0,0,0,1,1,0,0, 
9,3,1,8,6,0,2,4,57,4,43,2,0,0,4,27,13,1, 
11,1,0,11,0,0,2,0,42,1,9,2,0,0,1,22,2,0, 
56,1,37,19,1540,0,15,0,560,56,22,15,5,0,51,302,111,0, 
1,1,1,0,0,2,0,0,0,1,18,0,0,0,0,1,0,0, 
4,1,1,4,1,0,2,0,18,2,0,1,0,0,2,8,4,0, 
0,1,0,0,0,0,29,0,3,1,0,1,0,28,1,2,1,0, 
2,1,1,1,1,0,2,0,21,2,0,1,0,0,2,8,4,0, 
4,1,2,2,15,0,3,0,36,6,0,1,1,0,5,16,7,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,1, 
3,2,3,0,0,0,1,0,3,1,23,1,0,0,1,1,1,0, 
1,1,0,1,55,0,0,0,105,11,9,0,0,0,11,29,29,0, 
3,1,0,3,6,0,8,0,37,4,9,2,2,0,2,19,8,0, 
11,2,7,4,55,0,6,0,47,11,15,5,0,0,11,23,14,0, 
3,1,1,2,3,0,0,0,31,3,0,0,0,0,3,10,4,0, 
6,1,2,4,0,0,0,0,20,1,9,0,0,0,1,10,5,0, 
16,1,4,12,45,2,4,0,123,10,0,3,0,0,8,44,18,0, 
22,2,3,19,10,0,2,1,106,5,13,2,2,0,2,71,17,0, 
10,2,5,5,6,1,3,0,19,4,17,2,0,0,2,18,5,1, 
0,1,0,0,3,10,1,0,12,3,0,0,1,0,1,5,7,1, 
8,3,1,7,741,0,34,12,427,39,70,22,7,1,20,116,90,0, 
15,2,13,2,666,0,14,2,146,37,18,2,0,12,37,51,38,0, 
5,1,2,3,6,0,1,0,17,4,9,1,0,0,4,8,5,0, 
1,4,1,0,6,0,2,8,12,4,47,0,0,0,2,4,4,0, 
4,2,4,0,136,0,8,0,48,17,20,8,0,0,17,17,16,0, 
0,1,0,0,0,0,10,0,3,1,0,1,0,9,1,2,1,0, 
4,1,2,2,3,0,0,0,30,3,0,0,0,0,2,11,7,0, 
7,1,1,6,6,0,2,0,40,4,0,2,0,0,4,22,11,0, 
4,2,1,3,1,0,1,1,8,2,10,1,0,0,1,5,2,0, 
9,2,1,8,10,0,4,0,92,5,6,4,0,0,5,35,24,0, 
6,1,1,5,55,0,5,0,79,11,9,5,0,0,11,43,24,0, 
17,1,12,6,55,0,10,0,84,11,9,9,2,0,9,40,17,0, 
0,1,0,0,0,0,43,0,3,1,0,1,0,42,1,2,1,0, 
3,1,1,2,1,0,0,0,9,2,9,0,0,0,2,5,3,0, 
5,1,0,5,36,0,11,0,92,9,20,3,1,0,7,45,21,0, 
8,1,0,8,10,0,2,0,49,5,0,2,2,0,3,24,11,1, 
3,1,0,3,21,0,7,0,55,7,9,3,1,4,6,25,9,0, 
3,2,2,1,1,0,1,1,8,2,5,1,0,0,2,5,2,0, 
8,1,5,3,91,0,4,0,64,14,9,4,0,0,14,22,20,0, 
0,1,0,0,0,0,25,0,3,1,0,1,0,24,1,2,1,0, 
3,1,2,1,45,1,3,0,39,10,14,2,0,0,10,22,9,0, 
3,3,1,2,1,0,1,7,6,2,39,1,0,0,2,4,2,0, 
1,1,1,0,3,0,1,0,16,3,0,1,0,0,3,6,4,0, 
9,3,1,8,6,0,2,1,39,4,19,1,1,0,3,20,11,0, 
1,1,0,1,15,0,0,0,79,6,9,0,0,0,6,11,6,0, 
1,3,0,1,0,0,0,0,3,1,14,0,0,0,0,2,1,0, 
7,1,2,5,66,0,4,0,106,12,9,4,4,0,8,36,22,0, 
1,4,0,1,1,0,0,8,13,2,36,0,0,0,1,6,3,0, 
21,1,20,1,210,1,10,0,75,21,15,10,0,0,16,26,24,0, 
0,1,0,0,0,0,13,0,3,1,0,1,0,12,1,2,1,0, 
7,1,3,4,28,0,2,0,41,8,4,1,1,0,7,28,10,0, 
6,1,0,6,55,0,9,0,326,11,0,9,0,0,11,68,16,0, 
1,1,1,0,55,0,10,0,33,11,9,1,0,0,11,12,38,0, 
9,2,0,9,10,0,1,0,37,5,15,1,0,0,5,17,10,0, 
1,1,0,1,0,0,0,0,13,1,0,0,0,0,1,5,4,0, 
15,1,4,12,66,0,10,0,164,12,9,9,5,0,2,77,31,1, 
1,1,0,1,0,0,0,0,33,1,9,0,0,0,1,11,4,0, 
3,2,3,0,0,0,1,0,3,1,23,1,0,0,1,1,1,0, 
3,1,1,2,36,0,1,0,32,9,11,0,0,1,9,20,10,0, 
0,1,0,0,10,0,5,0,32,5,0,4,1,0,2,11,9,0, 
2,1,1,1,1,0,1,0,11,2,0,0,0,0,2,6,2,0, 
5,1,5,0,10,1,0,0,0,5,9,0,0,0,5,5,0,0, 
2,1,1,1,1,0,2,0,8,2,0,1,0,0,2,4,2,0, 
7,1,1,6,78,0,3,0,114,13,9,3,4,0,9,37,27,1, 
11,1,2,9,21,0,7,0,105,7,9,7,3,0,4,55,25,0, 
12,1,12,0,15,0,3,0,17,6,18,3,0,0,6,6,6,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
3,1,2,1,1,0,2,0,7,2,0,1,0,0,2,3,2,0, 
2,1,0,2,15,0,0,0,18,6,9,0,0,0,6,14,6,0, 
20,1,2,18,15,0,2,0,173,6,0,2,2,0,4,75,40,0, 
18,1,3,16,21,0,4,0,164,7,0,4,2,0,5,59,53,0, 
1,1,0,1,21,0,6,1,53,7,26,6,1,0,5,17,10,0, 
18,2,7,13,210,0,7,0,152,21,17,7,2,0,18,74,37,2, 
32,2,20,12,78,11,3,0,87,13,2,3,1,0,12,51,22,0, 
7,2,0,7,45,0,1,0,80,10,16,0,0,0,9,34,17,0, 
7,1,1,6,36,0,10,1,192,9,35,10,5,0,4,42,37,0, 
2,1,0,2,1,0,0,0,11,2,0,0,0,0,2,9,3,0, 
1,1,0,1,6,0,0,0,19,4,0,0,1,0,3,11,8,0, 
7,2,1,6,10,0,4,0,66,5,15,4,0,0,4,29,9,0, 
3,1,3,0,6,1,0,0,0,4,9,0,0,0,4,4,0,0, 
4,1,3,1,66,0,4,0,116,12,0,3,1,1,4,35,22,0, 
2,2,0,2,66,0,6,0,70,12,33,6,0,0,12,29,32,0, 
9,2,5,4,630,0,18,0,186,36,37,18,0,0,36,84,76,0, 
6,1,1,5,6,0,3,0,98,4,0,3,0,0,3,26,7,0, 
3,1,0,3,1,0,2,0,15,2,9,2,0,0,2,10,2,0, 
40,1,32,8,253,15,7,0,84,23,9,7,0,0,18,53,28,0, 
3,1,0,3,36,0,3,0,81,9,0,2,3,0,5,32,10,0, 
2,1,2,0,1,0,1,0,6,2,0,1,0,0,2,2,2,0, 
4,2,1,3,3,0,0,0,14,3,11,0,0,0,3,7,2,0, 
13,1,9,4,78,0,11,0,149,13,0,9,3,0,9,30,20,0, 
