 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
2,4,1,1,1,2,6,61,34,2,45,0,0,0,1,3,12,0, 
14,3,3,11,91,0,11,5,289,14,21,9,7,0,6,111,79,1, 
24,1,21,3,45,0,3,0,103,10,16,0,1,3,9,27,36,0, 
10,3,4,6,210,4,5,38,146,21,118,0,0,0,4,61,33,0, 
13,4,2,11,780,0,13,50,404,40,189,0,0,0,23,162,104,0, 
4,5,1,3,6,0,0,397,24,4,64,0,0,0,4,16,5,0, 
24,2,8,17,55,3,8,380,708,11,27,0,5,8,5,172,269,3, 
22,2,1,22,1653,0,16,6,952,58,67,12,1,1,57,361,271,1, 
2,1,2,0,10,1,0,0,12,5,8,0,0,0,5,5,4,0, 
4,3,1,3,66,0,3,95,59,12,73,2,0,0,3,35,16,0, 
1,2,1,0,0,0,1,10,4,1,13,0,0,1,0,1,1,1, 
38,1,33,5,15,0,2,0,52,6,0,1,0,1,6,30,12,0, 
4,1,3,1,15,0,3,0,56,6,8,0,1,3,5,13,19,0, 
1,2,1,0,0,0,0,2,3,1,33,0,0,0,1,1,1,0, 
8,2,1,8,6,0,1,18,83,4,62,0,0,0,2,48,21,0, 
12,2,1,11,253,0,23,8,285,23,40,23,1,0,22,66,64,0, 
9,5,1,8,55,0,2,384,158,11,77,0,0,2,11,70,37,0, 
7,2,2,5,6,0,1,0,44,4,39,1,1,0,1,25,13,0, 
32,7,3,31,465,1,4,69,529,31,240,0,4,0,22,241,118,1, 
1,3,1,0,10,0,1,405,28,5,73,0,0,1,0,13,10,0, 
8,2,3,6,136,0,7,95,109,17,68,4,0,0,7,60,28,0, 
0,1,0,0,15,3,0,0,18,6,8,0,0,0,6,6,6,0, 
6,5,2,4,6,0,0,37,28,4,88,0,0,0,1,12,9,0, 
4,1,1,4,15,0,1,0,52,6,8,1,1,0,5,19,19,0, 
10,1,6,5,10,2,0,0,17,5,8,0,0,0,5,13,4,0, 
5,1,1,5,36,0,2,0,44,9,8,2,0,0,9,26,14,0, 
4,1,3,1,45,1,2,0,69,10,8,0,0,0,10,21,13,0, 
10,4,6,5,55,2,3,52,56,11,128,0,0,0,9,30,16,1, 
5,2,2,3,36,2,8,0,82,9,15,0,0,0,6,22,22,0, 
7,1,3,5,21,2,5,0,104,7,8,0,0,5,0,25,7,0, 
13,3,1,12,91,0,3,58,231,14,34,3,5,0,1,110,51,0, 
16,2,1,16,231,0,8,6,232,22,30,8,1,0,20,90,71,0, 
4,2,2,2,190,0,12,563,164,20,24,11,0,0,20,31,58,0, 
0,1,0,0,0,0,9,0,3,1,22,1,0,0,1,1,1,0, 
24,2,2,23,210,0,9,19,706,21,37,0,0,1,2,322,215,1, 
2,3,1,1,3,0,0,384,17,3,31,0,0,0,3,8,4,0, 
29,3,19,13,351,7,1,35,171,27,76,0,0,1,21,83,50,0, 
3,8,1,2,3,0,0,386,16,3,103,0,0,0,3,10,5,0, 
6,2,1,5,78,0,3,0,77,13,5,1,0,0,12,32,24,0, 
6,3,0,6,231,0,8,5,154,22,27,8,0,0,22,61,44,0, 
4,5,1,3,3,0,2,400,20,3,65,1,0,1,3,13,5,0, 
4,2,4,0,66,0,1,152,36,12,41,0,1,1,11,14,12,0, 
4,1,1,3,15,0,3,0,88,6,8,3,0,0,6,17,32,0, 
21,2,5,16,15,0,13,3,209,6,12,5,5,0,1,57,51,0, 
29,1,1,29,136,0,2,39,462,17,8,2,8,0,3,215,162,1, 
10,4,1,9,3,0,2,11,27,3,64,2,0,0,2,19,7,0, 
16,2,1,15,15,0,2,3,216,6,12,2,3,0,3,57,52,0, 
4,1,1,3,28,0,4,0,50,8,8,0,0,4,8,17,16,0, 
16,2,1,15,105,0,7,6,155,15,23,7,1,0,13,61,43,0, 
6,2,1,6,66,1,5,55,276,12,27,2,2,0,0,126,84,0, 
4,1,0,4,0,0,0,0,73,1,0,0,0,0,1,25,3,0, 
4,1,2,2,45,0,13,0,156,10,8,2,0,2,10,33,43,0, 
12,6,1,11,15,1,2,384,76,6,91,0,0,2,6,27,17,0, 
2,8,1,1,10,0,3,429,17,5,120,0,0,3,5,8,6,0, 
14,2,1,14,465,0,14,6,290,31,39,14,1,0,29,85,86,0, 
33,3,6,29,105,0,2,408,437,15,58,0,1,2,14,145,118,3, 
14,2,2,12,10,0,2,18,87,5,62,0,0,0,2,58,19,0, 
7,1,0,7,15,0,13,15,128,6,8,0,2,0,4,31,24,1, 
4,2,1,3,6,2,1,68,36,4,33,0,0,0,3,13,15,1, 
8,2,1,7,66,0,4,18,136,12,18,4,0,0,9,63,41,0, 
7,1,1,7,21,0,5,0,99,7,8,0,0,5,0,36,35,0, 
21,3,2,19,21,0,16,380,334,7,38,0,0,13,7,99,79,1, 
2,1,1,1,6,1,3,0,16,4,8,1,1,2,3,10,7,1, 
26,1,26,0,595,1,0,0,105,35,8,0,0,0,2,35,35,0, 
4,1,1,3,105,0,16,0,325,15,8,2,3,6,12,52,89,0, 
1,3,1,0,0,0,3,4,0,1,19,0,0,3,1,1,0,0, 
1,1,1,0,10,0,34,0,29,5,22,5,0,0,5,11,7,0, 
9,2,3,6,78,1,5,0,101,13,18,0,0,5,9,42,32,0, 
4,4,1,3,10,0,1,14,35,5,60,1,0,0,1,14,17,0, 
5,3,2,3,6,0,4,5,33,4,31,0,0,4,2,11,16,0, 
128,2,126,11,1596,3,12,28,773,57,16,0,2,2,54,197,273,3, 
4,3,1,3,6,0,1,143,23,4,40,0,0,1,3,10,7,0, 
18,3,1,17,21,0,4,380,163,7,38,1,0,3,7,63,32,2, 
2,5,0,2,36,1,9,61,54,9,49,3,0,1,5,20,16,1, 
2,1,2,0,0,0,0,0,0,1,8,0,0,0,1,1,0,0, 
2,3,1,1,1,0,0,387,11,2,32,0,0,0,2,7,4,0, 
7,1,2,5,78,0,1,0,82,13,8,1,0,0,13,46,18,0, 
6,4,2,4,6,0,0,384,29,4,48,0,0,0,4,16,10,0, 
13,5,1,12,10,0,2,421,184,5,93,0,0,2,5,73,49,1, 
7,1,5,2,15,1,3,0,39,6,8,0,0,2,6,19,12,0, 
9,3,2,8,406,0,4,8,368,29,41,0,0,1,23,114,85,0, 
13,4,1,12,3,0,7,61,61,3,45,0,0,0,2,32,13,0, 
4,2,1,3,28,0,7,0,49,8,26,7,0,0,8,21,14,0, 
3,2,1,2,3,0,1,0,62,3,13,1,1,0,1,14,8,0, 
2,5,1,1,1,0,1,400,14,2,65,0,0,1,2,4,3,0, 
5,4,1,4,3,0,0,393,34,3,61,0,0,0,3,16,11,0, 
23,1,5,18,10,0,4,0,200,5,8,4,3,0,2,85,50,0, 
2,1,1,1,3,0,2,0,24,3,10,2,0,0,3,11,7,0, 
7,1,3,4,45,0,3,0,103,10,16,0,1,3,9,27,36,0, 
34,2,4,32,2080,0,12,0,907,65,13,9,37,2,6,547,218,2, 
17,3,2,15,55,2,4,380,217,11,38,0,1,4,10,81,74,1, 
2,2,2,0,0,0,0,2,3,1,33,0,0,0,1,1,1,0, 
3,3,1,2,3,0,3,1,21,3,31,3,0,0,3,5,5,0, 
19,1,3,16,36,0,6,12,271,9,11,0,4,6,4,116,79,0, 
10,3,6,4,91,0,6,95,88,14,76,3,0,1,4,47,22,0, 
5,2,2,3,1,0,3,0,50,2,39,3,0,0,1,18,12,0, 
6,2,3,3,15,0,1,0,23,6,13,0,1,1,5,11,10,0, 
29,1,6,25,171,0,13,12,691,19,8,1,5,3,7,244,181,0, 
8,8,3,5,21,0,3,507,115,7,120,1,0,1,7,24,34,1, 
17,1,14,3,45,0,4,0,122,10,16,0,1,4,9,26,33,0, 
16,7,3,13,36,2,1,387,296,9,101,0,1,1,7,115,91,1, 
19,1,4,16,190,0,17,26,332,20,8,0,1,16,17,76,43,0, 
9,4,0,9,6,0,0,384,75,4,41,0,0,0,4,29,17,0, 
8,3,1,7,15,0,2,380,44,6,38,0,0,2,6,28,13,0, 
42,6,6,39,1128,1,0,69,480,48,250,0,0,0,45,258,121,0, 
3,2,1,2,28,0,8,0,127,8,25,8,0,0,7,24,20,0, 
7,1,0,7,6,0,2,0,50,4,0,2,1,0,3,28,14,0, 
46,1,21,27,946,0,43,5,1340,44,21,8,10,8,28,567,396,4, 
6,3,1,5,36,0,0,38,50,9,116,0,0,0,5,28,12,0, 
1,5,0,1,36,0,4,61,40,9,49,0,0,0,5,14,12,1, 
21,3,3,20,45,0,3,3,251,10,17,1,3,1,1,82,55,1, 
1,7,1,0,1,0,3,12,3,2,52,0,0,3,2,2,1,0, 
2,6,1,1,6,0,0,386,29,4,85,0,0,0,4,11,4,0, 
4,1,3,1,28,0,2,0,28,8,8,2,0,0,8,16,9,0, 
1,6,1,0,10,0,1,11,13,5,47,1,0,0,4,5,4,0, 
8,6,4,5,15,2,1,386,62,6,95,0,0,1,5,21,12,0, 
25,2,1,24,1711,0,11,402,1200,59,8,8,2,3,15,308,138,0, 
2,1,2,0,3,0,2,0,15,3,23,1,0,0,3,7,4,0, 
2,7,1,1,28,0,1,396,55,8,102,0,0,1,8,26,18,0, 
5,4,4,1,300,4,1,411,1520,25,69,0,0,1,25,63,73,0, 
1,1,0,1,1,0,1,0,6,2,9,0,0,1,2,3,2,0, 
5,5,5,0,1,0,1,55,7,2,139,1,0,0,2,3,2,0, 
6,3,1,6,120,0,7,95,110,16,73,4,0,0,6,59,27,0, 
40,2,3,38,630,1,15,0,525,36,36,0,2,0,16,252,99,1, 
9,6,2,7,10,2,3,385,66,5,95,0,0,3,2,29,17,0, 
15,2,2,14,78,0,3,19,269,13,37,0,1,3,2,89,66,1, 
13,1,6,7,861,2,58,78,1399,42,8,3,4,4,1,329,426,7, 
3,8,3,1,10,0,1,69,23,5,243,1,0,0,4,8,6,0, 
23,1,19,6,78,0,7,0,134,13,8,0,0,3,13,52,53,1, 
17,1,11,9,66,0,5,0,192,12,8,5,3,0,9,86,51,3, 
2,3,1,1,66,0,3,95,52,12,73,2,0,0,3,28,14,0, 
18,2,3,15,561,1,2,5,629,34,10,2,30,0,3,263,159,1, 
7,2,2,6,6,0,7,0,28,4,13,5,0,2,3,14,10,0, 
29,2,26,3,28,2,6,28,35,8,16,0,0,5,8,15,11,0, 
15,1,2,13,15,0,1,0,152,6,8,0,1,1,5,67,19,0, 
12,1,10,2,28,0,1,0,52,8,8,1,0,0,8,21,15,0, 
94,4,52,50,4753,1,9,63,1607,98,177,2,11,0,76,664,344,4, 
13,2,5,9,36,1,9,141,139,9,35,0,0,8,9,47,36,2, 
22,2,1,22,91,0,3,68,343,14,33,1,0,0,3,107,117,2, 
15,2,4,11,91,0,6,45,286,14,4,0,0,0,12,120,89,0, 
5,2,1,4,91,0,5,95,107,14,68,3,0,0,5,53,27,0, 
3,7,1,2,6,0,0,387,14,4,101,0,0,0,2,12,4,0, 
12,4,2,10,28,0,1,28,64,8,91,0,1,0,2,38,17,0, 
6,1,1,5,231,1,11,0,275,22,25,0,0,0,18,83,62,0, 
5,2,1,5,21,0,1,68,57,7,33,0,0,0,4,16,27,1, 
4,1,2,2,1,2,6,12,15,2,16,0,0,4,0,7,4,0, 
3,1,0,3,10,0,3,14,26,5,11,0,0,3,5,8,13,0, 
4,3,1,4,78,0,6,95,76,13,73,4,0,0,4,39,23,0, 
12,1,6,7,351,1,12,19,269,27,0,8,3,0,2,106,54,0, 
3,1,1,2,45,0,4,0,117,10,16,0,1,4,9,24,30,0, 
5,2,1,5,3,0,4,8,49,3,19,0,0,4,3,17,15,0, 
49,2,3,46,120,0,22,13,1189,16,19,11,10,11,6,265,229,1, 
8,2,5,3,10,1,4,28,21,5,16,0,0,4,5,12,7,0, 
3,2,1,2,28,0,0,6,56,8,11,0,0,0,8,17,20,0, 
2,2,1,1,3,0,1,68,11,3,33,0,0,0,2,4,3,0, 
10,2,4,7,10,0,3,3,58,5,10,0,0,3,5,28,15,1, 
15,6,1,14,21,0,2,423,336,7,107,0,0,2,7,132,75,0, 
5,1,4,1,21,0,3,0,28,7,8,0,0,3,5,12,7,0, 
1,4,1,0,1,0,0,4,3,2,21,0,0,0,0,2,1,0, 
2,2,0,2,10,0,1,54,23,5,19,0,1,1,4,16,8,1, 
17,1,14,3,300,6,4,0,172,25,8,0,0,3,23,43,54,0, 
4,1,2,3,21,0,1,3,35,7,12,1,2,0,5,17,13,0, 
15,1,7,8,28,3,6,0,126,8,11,5,1,1,7,56,22,0, 
4,4,2,2,6,0,1,3,16,4,38,1,0,0,4,7,6,2, 
12,5,2,10,15,1,3,397,174,6,94,0,1,3,5,74,53,0, 
10,3,9,1,91,0,2,40,163,14,71,1,0,1,13,17,55,0, 
7,3,5,3,105,0,5,95,80,15,76,3,0,0,5,43,21,0, 
3,3,1,2,3,0,3,1,22,3,31,3,0,0,3,6,5,0, 
8,2,0,8,28,0,0,2,52,8,18,0,3,0,5,34,19,0, 
108,1,49,93,7381,0,17,0,804,122,8,10,0,3,96,347,182,0, 
11,2,1,10,153,0,12,0,321,18,11,12,14,0,4,66,86,0, 
2,4,1,1,1,0,2,421,10,2,68,0,0,2,2,3,2,0, 
6,1,1,5,36,0,3,0,118,9,16,0,2,3,7,31,33,0, 
6,6,0,6,21,1,1,385,128,7,79,0,0,0,7,20,47,0, 
4,1,2,2,21,0,4,0,79,7,8,0,1,4,6,17,26,0, 
10,4,1,9,15,1,3,384,72,6,69,0,0,3,6,37,18,0, 
5,3,1,4,78,0,3,95,97,13,73,2,0,0,3,42,20,0, 
11,1,9,2,6,0,5,0,35,4,8,0,0,0,4,10,10,0, 
1,1,1,0,1,0,3,0,8,2,8,0,0,3,2,2,2,0, 
2,1,0,2,3,0,2,0,29,3,0,0,0,2,1,15,8,0, 
5,5,2,3,36,1,7,67,63,9,47,0,0,0,7,30,29,1, 
2,1,1,1,6,0,3,0,41,4,8,0,1,3,3,10,13,0, 
5,5,1,4,15,0,1,70,29,6,264,0,0,0,5,14,8,0, 
15,1,7,8,78,0,1,0,54,13,8,1,0,0,13,37,14,0, 
4,1,0,4,55,0,9,0,117,11,8,8,0,0,11,34,18,0, 
1,4,1,0,0,0,1,35,5,1,47,0,0,1,1,1,1,0, 
7,2,7,0,15,0,3,152,19,6,41,3,1,0,5,7,7,0, 
12,1,8,4,55,0,4,0,144,11,16,0,2,4,9,37,41,0, 
1,4,1,0,0,0,0,7,0,1,25,0,0,0,1,1,0,0, 
4,3,1,4,91,0,5,95,106,14,73,3,0,0,5,51,27,0, 
10,1,1,9,28,0,1,0,157,8,8,0,0,1,1,57,33,0, 
1,1,1,0,946,0,20,0,169,44,28,20,0,0,44,45,44,0, 
24,2,1,23,120,0,4,6,190,16,24,3,1,0,14,100,63,2, 
3,8,3,1,10,0,1,73,23,5,267,1,0,0,4,8,6,0, 
8,1,1,7,6,0,2,0,37,4,8,2,0,0,4,20,9,0, 
10,8,5,8,66,0,4,69,59,12,304,4,0,0,11,31,16,0, 
3,7,1,2,6,0,2,387,13,4,101,0,0,2,2,12,4,0, 
10,4,4,6,28,0,2,396,60,8,57,0,1,2,7,27,23,0, 
5,6,1,4,1,0,0,388,15,2,81,0,0,0,2,9,4,0, 
3,2,1,2,21,0,1,4,26,7,33,0,0,1,7,10,8,0, 
12,1,6,6,105,0,15,0,189,15,8,0,0,4,13,81,66,0, 
3,1,2,1,6,0,0,0,55,4,8,0,1,0,3,21,12,0, 
7,3,4,3,28,0,0,20,312,8,84,0,0,0,8,18,75,0, 
12,4,10,2,28,4,0,384,42,8,69,0,0,0,8,18,13,1, 
20,3,4,16,45,4,3,25,126,10,82,0,1,0,2,83,27,1, 
5,3,3,2,3,0,3,1,22,3,31,3,0,0,3,6,5,0, 
3,1,1,2,45,0,4,0,143,10,8,0,3,4,7,39,37,0, 
19,1,11,8,91,0,3,0,219,14,8,3,2,0,12,109,69,1, 
5,2,5,0,10,0,1,152,27,5,41,1,1,0,4,6,5,0, 
91,1,91,0,28,6,28,0,18,8,8,0,0,0,8,10,6,0, 
6,3,1,5,91,0,5,95,106,14,73,3,0,0,5,53,27,0, 
9,1,4,5,36,1,3,0,99,9,38,3,4,0,5,44,25,0, 
8,1,5,3,28,1,1,0,89,8,12,0,1,0,6,43,22,0, 
6,5,1,5,15,0,2,71,21,6,279,2,0,0,6,14,6,0, 
1,2,1,0,6,0,1,18,28,4,62,0,0,0,1,8,7,0, 
22,5,4,19,210,0,2,62,185,21,202,1,1,0,13,86,47,0, 
75,2,4,71,8515,0,86,295,7341,131,19,25,111,50,9,2390,1680,7, 
26,4,3,23,78,0,28,381,784,13,46,11,1,17,12,256,134,3, 
13,4,2,13,66,0,7,38,412,12,80,2,3,5,9,81,105,0, 
18,3,12,6,91,0,7,95,108,14,75,5,0,0,4,49,26,0, 
5,3,1,4,10,1,1,10,36,5,59,0,0,1,1,12,8,0, 
102,3,96,12,2926,8,11,41,840,77,72,3,1,8,69,290,308,1, 
5,3,1,4,190,0,9,95,158,20,73,5,0,0,9,74,42,0, 
2,6,1,1,28,0,2,405,56,8,100,0,0,2,8,26,18,0, 
3,1,2,1,21,0,4,0,71,7,8,0,1,4,6,11,22,0, 
5,1,4,1,3,0,1,0,12,3,8,0,0,1,3,7,3,0, 
18,2,1,17,780,0,9,0,1248,40,11,5,35,3,5,405,316,2, 
4,2,2,2,6,0,4,0,25,4,21,4,0,0,3,7,6,0, 
11,3,0,11,21,0,5,380,92,7,38,0,0,5,7,34,20,0, 
4,4,1,3,78,0,4,96,67,13,88,2,0,0,2,41,18,0, 
4,3,2,2,36,0,1,95,31,9,75,1,0,0,1,19,9,0, 
2,1,1,1,6,0,3,0,43,4,8,0,1,3,3,11,14,0, 
14,4,1,13,28,0,2,410,128,8,66,0,0,2,8,54,33,0, 
2,2,1,1,3,1,0,2,10,3,33,0,0,0,2,5,3,1, 
4,8,2,3,21,0,4,69,41,7,234,4,0,0,6,17,10,0, 
0,2,0,0,10,2,0,0,15,5,13,0,0,0,3,7,5,0, 
16,1,3,14,210,0,9,0,354,21,8,0,18,9,3,163,112,0, 
11,5,1,11,36,0,1,71,68,9,279,0,0,1,7,41,18,0, 
19,4,4,15,120,3,8,384,337,16,77,0,0,7,16,119,100,1, 
11,1,3,9,78,1,10,0,299,13,8,0,6,10,1,51,78,0, 
2,1,2,0,10,6,1,0,15,5,8,1,0,0,5,5,5,0, 
6,1,2,4,1378,4,5,0,423,53,8,3,20,1,33,241,117,0, 
9,2,7,2,300,0,15,95,96,25,70,2,0,0,16,43,28,0, 
6,1,6,0,10,2,5,0,0,5,8,0,0,0,5,5,0,0, 
13,2,1,12,136,0,12,0,123,17,32,12,2,0,14,53,40,0, 
39,1,3,36,351,2,20,0,639,27,10,1,0,1,2,248,171,2, 
1,6,0,1,28,0,1,384,32,8,79,0,0,0,8,13,9,0, 
5,2,2,3,15,0,1,141,27,6,35,0,0,1,6,14,8,0, 
9,1,7,2,66,0,4,0,78,12,8,0,0,4,12,21,25,0, 
6,2,4,3,66,0,3,95,53,12,68,2,0,0,3,30,14,0, 
20,5,10,11,28,4,2,384,105,8,87,0,0,2,6,55,37,0, 
10,6,1,9,15,0,2,415,226,6,117,0,0,2,6,87,53,0, 
4,3,1,3,3,0,2,1,15,3,31,2,0,0,3,8,4,0, 
2,2,0,2,10,26,0,95,15,5,68,0,0,0,4,13,5,0, 
14,1,6,8,10,0,39,0,80,5,8,3,2,36,3,29,15,0, 
21,3,0,21,28,1,1,34,124,8,78,1,2,0,1,78,38,0, 
13,4,1,12,28,0,7,381,158,8,46,0,0,6,8,70,25,0, 
3,5,1,2,6,0,0,34,28,4,87,0,0,0,1,13,10,0, 
7,3,1,6,66,0,2,38,62,12,119,0,0,0,8,33,16,0, 
22,5,14,9,28,6,1,384,63,8,87,0,0,1,7,30,19,0, 
8,1,3,5,136,1,21,0,127,17,8,1,0,0,1,31,34,1, 
14,5,1,13,28,0,2,412,253,8,94,0,0,2,8,73,58,0, 
5,3,1,4,36,0,13,0,261,9,18,12,4,1,2,56,69,0, 
19,1,18,1,231,0,20,0,95,22,8,0,1,0,21,48,34,0, 
13,3,2,11,21,0,1,25,57,7,82,0,0,0,3,31,14,0, 
5,4,5,0,0,0,1,6,3,1,27,1,0,0,1,1,1,0, 
16,2,11,5,666,0,9,28,485,37,30,0,1,9,24,169,131,0, 
7,3,2,5,91,0,5,95,106,14,73,3,0,0,5,53,27,0, 
5,3,1,4,91,0,5,95,106,14,73,3,0,0,5,51,27,0, 
4,2,4,0,66,0,1,152,38,12,41,1,1,0,11,14,12,0, 
20,6,9,12,105,0,6,61,186,15,207,1,0,4,14,100,49,0, 
33,1,27,6,105,0,218,0,974,15,8,1,0,42,14,287,392,1, 
4,1,1,3,3,0,1,0,36,3,10,0,0,1,3,18,7,0, 
37,1,35,2,91,0,15,0,136,14,8,3,2,0,12,34,52,0, 
6,4,1,5,15,0,4,61,146,6,45,0,0,3,3,34,46,1, 
33,1,3,31,253,0,5,0,781,23,15,0,1,0,15,346,197,0, 
11,3,6,6,153,0,9,97,136,18,84,4,0,0,4,69,37,0, 
4,1,3,1,10,0,7,0,26,5,8,0,0,7,5,11,6,0, 
15,2,4,11,171,1,6,6,152,19,24,3,1,0,14,76,56,0, 
34,1,9,28,2278,1,33,0,1119,68,33,0,19,5,32,493,283,1, 
35,4,19,20,1275,1,10,49,866,51,151,2,0,8,46,296,256,2, 
5,6,1,4,6,0,0,397,26,4,72,0,0,0,4,16,6,0, 
8,4,1,7,1,0,0,421,56,2,68,0,0,0,2,23,13,0, 
8,1,3,5,78,0,11,0,99,13,8,0,0,5,12,34,29,0, 
1,4,1,0,6,0,3,413,31,4,67,0,0,3,1,4,5,0, 
7,1,0,7,1,0,10,0,21,2,0,8,0,2,1,28,3,0, 
4,2,0,4,10,0,2,0,306,5,22,2,2,0,3,222,56,1, 
19,2,8,11,190,3,7,18,142,20,62,0,0,0,5,85,36,0, 
7,2,3,4,91,0,5,5,121,14,13,2,1,0,13,72,35,0, 
4,3,1,3,136,0,7,95,132,17,73,4,0,0,7,62,33,0, 
2,3,1,1,36,0,1,95,31,9,73,1,0,0,1,18,9,0, 
102,2,76,29,1540,2,23,16,505,56,18,4,1,0,35,225,132,1, 
10,1,6,5,171,2,4,2,149,19,8,3,0,0,1,78,33,0, 
5,5,1,4,3,0,0,397,41,3,94,0,0,0,3,24,14,0, 
4,3,2,2,55,0,3,95,45,11,73,2,0,0,2,27,13,0, 
3,5,3,0,1,0,1,54,7,2,138,1,0,0,2,3,2,0, 
1,1,0,1,1,0,6,0,21,2,23,1,0,3,2,8,4,0, 
0,1,0,0,1,0,2,0,6,2,8,0,1,0,1,2,2,0, 
1,1,1,0,6,1,16,547,6,4,20,0,0,0,4,4,2,0, 
48,2,36,18,378,3,17,391,314,28,31,0,1,17,26,111,95,0, 
7,1,6,1,1,0,313,0,6,2,0,1,1,312,1,3,2,1, 
14,4,2,12,36,0,0,28,77,9,91,0,2,0,2,45,22,0, 
2,7,1,1,28,0,2,397,56,8,102,0,0,2,8,26,18,0, 
4,5,1,3,6,0,2,397,25,4,64,1,0,1,4,17,6,0, 
14,1,1,13,465,0,15,0,356,31,8,15,10,0,20,181,107,0, 
12,1,0,12,21,0,9,0,200,7,8,9,5,0,2,88,39,0, 
7,2,2,6,6,0,1,18,38,4,62,0,0,1,2,25,6,0, 
4,2,1,3,3,0,2,2,37,3,15,2,0,0,2,11,10,1, 
0,1,0,0,1,0,0,0,6,2,8,0,1,0,1,3,2,0, 
2,1,1,1,820,0,1,0,145,41,8,1,0,0,41,45,41,0, 
8,4,3,6,55,0,16,61,154,11,45,0,0,10,6,46,58,1, 
26,2,1,25,1770,0,7,6,402,60,67,7,4,0,55,178,124,0, 
25,4,11,14,210,0,3,384,431,21,69,0,2,3,19,139,138,1, 
18,3,2,18,28,0,2,15,149,8,17,0,4,0,0,77,29,1, 
44,1,6,44,1326,0,26,0,2116,52,8,15,41,10,11,794,468,2, 
10,4,3,8,561,0,19,99,303,34,100,8,0,0,13,151,82,0, 
16,1,4,13,120,0,214,201,329,16,8,0,3,6,11,108,63,1, 
10,3,5,6,171,0,10,95,156,19,73,6,0,0,7,73,40,0, 
2,1,1,1,6,0,3,0,28,4,10,2,0,0,3,12,7,0, 
4,1,2,2,3,0,14,0,311,3,8,14,1,0,2,15,45,0, 
17,5,10,7,45,2,5,56,115,10,197,0,0,5,10,22,37,1, 
3,7,3,1,10,1,1,69,23,5,229,1,0,0,4,9,6,0, 
0,1,0,0,231,0,0,0,66,22,30,0,0,0,22,22,22,0, 
31,1,2,29,91,0,18,0,648,14,8,17,11,1,3,138,155,2, 
4,3,2,2,55,3,16,380,57,11,46,0,0,10,11,25,16,0, 
9,3,2,8,210,0,9,97,170,21,84,4,0,0,8,88,43,0, 
14,1,2,12,28,2,4,0,246,8,8,1,4,1,0,53,55,0, 
5,2,2,3,15,0,5,9,37,6,23,5,0,0,6,13,10,0, 
4,1,3,1,45,1,2,0,44,10,8,0,0,0,9,19,13,0, 
5,8,2,4,28,0,4,70,44,8,260,4,0,0,7,19,11,0, 
7,3,2,6,6,1,1,13,95,4,55,0,0,0,2,29,22,0, 
5,4,0,5,6,3,0,61,49,4,45,0,0,0,2,24,17,1, 
2,2,2,0,0,1,2,5,4,1,25,1,0,1,1,1,1,0, 
5,6,1,4,6,0,3,397,27,4,72,1,0,2,4,17,6,0, 
3,1,0,3,91,0,3,0,142,14,8,3,6,0,8,59,38,2, 
8,2,4,4,171,2,3,7,233,19,40,0,0,0,14,60,44,0, 
7,5,5,2,45,2,3,8,34,10,37,0,0,0,7,13,9,0, 
9,2,1,8,78,0,11,0,92,13,30,11,0,0,12,39,25,0, 
4,3,2,2,6,0,5,388,27,4,33,0,0,5,4,8,8,0, 
2,1,1,1,36,0,4,0,94,9,8,0,1,4,8,23,36,0, 
1,4,1,0,0,0,0,3,3,1,38,0,0,0,1,1,1,1, 
13,2,2,12,136,0,13,118,409,17,33,0,0,13,17,74,102,0, 
8,4,3,6,66,1,22,61,180,12,45,0,0,15,6,56,64,1, 
14,1,1,14,210,0,2,0,195,21,21,0,0,0,16,77,29,0, 
8,3,3,5,6,0,4,150,54,4,44,0,0,4,4,14,7,2, 
20,4,4,16,105,1,2,384,221,15,69,0,0,2,13,89,77,0, 
25,4,20,9,253,1,6,49,333,23,148,0,0,6,22,101,117,1, 
1,1,1,0,1,0,4,0,12,2,8,0,0,4,1,2,4,0, 
1,1,1,0,1,1,9,0,3,2,8,0,0,0,2,2,1,0, 
0,5,0,0,3,3,0,384,12,3,76,0,0,0,3,3,3,0, 
3,3,1,2,6,0,1,10,32,4,59,1,0,0,1,16,8,0, 
24,2,8,16,55,0,5,3,316,11,20,2,5,3,3,105,67,0, 
8,1,2,7,190,0,3,0,128,20,8,3,5,0,14,78,41,0, 
3,2,2,1,3,0,0,84,10,3,16,0,0,0,1,5,3,0, 
12,4,2,10,15,0,1,28,59,6,91,0,0,0,2,27,17,0, 
2,1,1,1,120,0,5,0,78,16,8,2,0,0,16,39,20,0, 
2,1,2,0,0,0,2,0,3,1,23,1,0,0,1,1,1,0, 
9,1,1,8,6,0,13,0,153,4,16,1,0,12,4,25,33,2, 
11,1,10,1,300,9,13,0,111,25,8,11,0,0,25,38,34,0, 
7,1,4,3,1,0,0,0,11,2,8,0,0,0,2,9,3,0, 
20,1,2,20,496,0,28,0,1117,32,8,24,23,3,0,294,276,0, 
3,3,1,2,21,0,1,2,32,7,17,1,0,0,7,13,9,0, 
9,4,1,8,78,0,1,398,101,13,56,0,0,1,13,40,25,1, 
3,3,1,2,3,0,3,1,22,3,31,3,0,0,3,6,5,0, 
